allyBaronKills,allyDragonKills,allyInhibitorKills,allySide,allyTowerKills,assists,ccScore,champLevel,championClass,championID,championMastery,championName,damageToChampions,damageToObjectives,deaths,enemyBaronKills,enemyDragonKills,enemyInhibitorKills,enemyTowerKills,firstBaron,firstBlood,firstBloodAssist,firstBloodKill,firstDragon,firstInhibitor,firstInhibitorAssist,firstTower,firstTowerAssist,fiveMinuteGoldDelta,fiveMinuteXPDelta,goldEarned,kills,matchId,riftHerald,summonerName,totalHealed,visionScore,visionWardsPurchased,wardKills,win
1,0,0,Red,1,4,116,13,Fighter,None,68541,Jayce,20042,2991,11,0,2,2,Blue,8,Ally,Ally,False,False,Enemy,Enemy,False,Ally,False,-418.5999999999999,-118.0,11792,9,3041583496,Ally,imjustapril,1022,26,2,7,0
0,2,0,Red,3,0,240,13,Assassin,None,241686,Rengar,6465,11263,6,1,1,2,Blue,9,Enemy,Ally,False,False,Ally,Enemy,False,Enemy,False,16.09999999999991,461.0999999999999,9135,3,3041580106,Ally,imjustapril,14351,31,2,3,0
1,0,0,Red,6,14,440,17,Tank,None,489,Sejuani,17023,19167,9,1,5,2,Blue,9,Ally,Enemy,False,False,Enemy,Enemy,False,Ally,False,947.0,411.20000000000005,13555,4,3041525768,Ally,imjustapril,9955,34,3,8,0
0,0,0,Red,0,5,109,12,Mage,None,525,Karthus,12717,4855,9,1,2,1,Blue,6,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,169.4000000000001,-29.90000000000009,8356,3,3040679209,Enemy,imjustapril,7602,14,1,2,0
0,2,0,Blue,4,10,22,11,Marksman,None,15779,Caitlyn,7662,3791,3,0,0,0,Red,2,None,Ally,False,False,Ally,None,None,Ally,False,-446.5,-405.9000000000001,7830,0,3040677271,Ally,imjustapril,2253,8,0,0,1
0,0,0,Red,3,1,108,14,Fighter,None,68541,Jayce,17228,10309,6,0,3,1,Blue,7,None,Ally,False,False,Enemy,Enemy,False,Ally,False,-21.90000000000009,-184.9000000000001,11856,6,3040674948,Enemy,imjustapril,1097,14,3,1,0
1,2,1,Red,6,8,53,16,Mage,None,11494,Ryze,17662,9950,9,0,2,1,Blue,8,Ally,Ally,False,False,Ally,Enemy,False,Enemy,False,-516.9000000000001,-550.0,10590,3,3040673329,Enemy,imjustapril,3522,11,2,1,0
0,1,0,Blue,2,10,649,16,Tank,None,3463,Poppy,18129,2123,8,2,3,1,Red,8,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,True,219.20000000000005,-66.29999999999995,11019,2,3040646464,Ally,imjustapril,4274,17,2,2,0
1,3,1,Blue,8,6,482,14,Tank,None,3463,Poppy,15452,5237,2,0,0,0,Red,3,Ally,Ally,False,False,Ally,Ally,True,Enemy,False,28.09999999999991,574.7,9705,4,3040632932,Ally,imjustapril,3412,10,1,0,1
2,3,3,Red,11,11,354,15,Fighter,None,30001,LeeSin,10274,12385,5,0,0,0,Blue,0,Ally,Ally,False,False,Ally,Ally,False,Ally,False,17.5,154.20000000000005,10879,2,3040196634,Enemy,imjustapril,6816,30,6,4,1
0,3,1,Blue,8,15,68,14,Marksman,None,33189,Caitlyn,22834,16490,5,0,0,0,Red,4,None,Ally,False,False,Ally,Ally,False,Enemy,False,266.9000000000001,512.9000000000001,12831,6,3086743408,Enemy,xNihiru,4063,39,2,8,1
0,0,1,Red,8,4,58,10,Marksman,None,6840,Kalista,6312,10567,1,0,0,0,Blue,0,None,Ally,False,False,None,Ally,False,Ally,True,-30.799999999999955,528.9000000000001,8465,6,3086729747,None,xNihiru,3041,4,1,1,1
1,2,3,Red,11,11,41,12,Marksman,None,73844,Lucian,13051,20845,3,0,0,0,Blue,1,Ally,Enemy,False,False,Ally,Ally,False,Ally,False,18.0,325.5999999999999,9927,4,3086711511,Ally,xNihiru,2513,18,2,3,1
1,1,2,Red,10,7,185,13,Marksman,None,70820,Ezreal,18697,9401,4,0,0,0,Blue,0,Ally,Ally,False,False,Ally,Ally,False,Ally,False,318.20000000000005,-14.599999999999909,11206,5,3086686313,Ally,xNihiru,1479,20,1,0,1
0,4,0,Red,3,4,22,13,Marksman,None,23825,Sivir,14784,21053,9,1,0,2,Blue,9,Enemy,Ally,False,True,Ally,Enemy,False,Ally,False,12.799999999999955,541.0999999999999,11809,6,3024314629,Ally,xNihiru,2065,22,3,1,0
0,2,1,Blue,7,8,62,11,Marksman,None,70820,Ezreal,10572,3663,5,0,0,0,Red,1,None,Ally,False,False,Ally,Ally,False,Ally,False,279.4000000000001,91.59999999999991,8560,4,3023714510,Ally,xNihiru,1159,13,1,3,1
1,2,2,Red,11,4,105,16,Fighter,None,196144,Riven,13952,7852,3,0,2,0,Blue,3,Ally,Enemy,False,False,Enemy,Ally,False,Enemy,False,-101.70000000000005,-37.799999999999955,12296,7,3016488078,Enemy,xNihiru,2205,28,1,4,1
0,0,0,Blue,1,1,70,12,Fighter,None,196144,Riven,10586,4547,8,1,2,0,Red,7,Enemy,Enemy,False,False,Enemy,None,None,Enemy,False,253.0999999999999,448.5999999999999,8112,5,3015836396,Enemy,xNihiru,1599,16,4,2,0
1,3,1,Red,7,5,117,17,Fighter,None,196144,Riven,34476,15109,4,0,1,0,Blue,2,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,-5.7999999999999545,612.4000000000001,16359,15,3015097451,Ally,xNihiru,9181,21,3,3,1
0,0,0,Red,2,2,73,14,Fighter,None,196144,Riven,7383,8884,2,1,3,3,Blue,11,Enemy,Ally,False,True,Enemy,Enemy,False,Enemy,False,474.0999999999999,763.7,10625,4,3015076708,Enemy,xNihiru,1412,19,6,1,0
1,3,1,Blue,8,1,70,15,Fighter,None,196144,Riven,7109,15570,1,0,0,0,Red,1,Ally,Enemy,False,False,Ally,Ally,True,Enemy,False,-93.09999999999991,287.29999999999995,9803,3,3015084321,Ally,xNihiru,2805,21,2,2,1
0,0,0,Blue,0,3,69,11,Assassin,None,203947,Zed,8795,438,7,0,2,1,Red,7,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-141.4000000000001,507.9000000000001,6793,3,3025228131,Enemy,Legendary Nick,0,10,1,2,0
0,2,3,Blue,11,7,144,12,Mage,None,42619,Xerath,12923,3192,1,0,0,0,Red,1,None,Ally,False,False,Ally,Ally,True,Ally,False,75.90000000000009,395.20000000000005,9061,6,3025233366,None,Legendary Nick,603,8,0,1,1
1,3,1,Red,9,9,370,15,Tank,None,58530,JarvanIV,11084,14605,3,0,1,0,Blue,2,Ally,Enemy,False,False,Enemy,Ally,False,Enemy,False,34.0,274.4000000000001,11618,7,3025216837,Enemy,Legendary Nick,7324,14,1,2,1
0,0,0,Red,2,5,60,14,Assassin,None,116768,Nidalee,13051,1926,8,1,3,1,Blue,7,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-36.700000000000045,-235.79999999999995,9099,7,3025211511,Enemy,Legendary Nick,13067,16,3,5,0
1,3,2,Blue,10,5,95,15,Fighter,None,670236,Yasuo,10260,7784,3,0,0,0,Red,0,Ally,Enemy,False,False,Ally,Ally,False,Ally,False,-529.5,-428.20000000000005,11297,6,3025177202,Ally,Legendary Nick,1158,15,4,0,1
0,2,1,Red,8,6,424,15,Fighter,None,315610,LeeSin,11299,7669,3,1,2,0,Blue,3,Enemy,Ally,False,False,Enemy,Ally,True,Enemy,False,-299.0999999999999,-98.0,11532,6,3025160919,None,Legendary Nick,6458,20,2,4,1
0,1,0,Blue,1,1,79,15,Assassin,None,203947,Zed,16315,164,9,1,3,1,Red,8,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,584.3,108.79999999999995,11786,9,3023666224,None,Legendary Nick,1106,22,0,10,0
0,0,0,Red,0,0,46,6,Mage,None,5628,Velkoz,4916,27,8,0,1,1,Blue,10,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-375.9000000000001,-686.8,3152,2,3023150746,Enemy,Legendary Nick,0,3,0,0,0
1,2,0,Red,6,9,266,13,Fighter,None,315610,LeeSin,12648,17393,1,0,1,0,Blue,0,Ally,Ally,False,False,Ally,None,None,Ally,False,-158.79999999999995,110.59999999999991,10817,9,3023117561,Ally,Legendary Nick,5009,17,6,2,1
0,3,0,Red,3,4,92,14,Assassin,None,203947,Zed,19175,3354,9,1,1,1,Blue,8,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-156.5,-458.4000000000001,12353,7,3023124159,Enemy,Legendary Nick,1582,31,2,8,0
2,1,3,Blue,7,11,182,18,Assassin,None,68177,Talon,27192,4291,10,1,4,4,Red,8,Ally,Ally,False,False,Enemy,Enemy,False,Enemy,False,171.20000000000005,525.5,13736,7,3023109147,None,Legendary Nick,2927,23,0,6,1
0,0,0,Red,3,8,361,15,Fighter,None,1393,Kayn,26171,15937,10,1,4,2,Blue,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-92.5,400.29999999999995,13600,11,3165951050,Ally,Toxic Brandon,20089,31,3,3,0
1,2,2,Red,10,9,288,13,Fighter,None,1393,Kayn,14032,25111,3,0,1,0,Blue,3,Ally,Ally,False,True,Ally,Ally,False,Ally,False,313.20000000000005,-202.9000000000001,11123,6,3165913323,Ally,Toxic Brandon,13621,31,8,3,1
0,0,0,Blue,0,6,140,11,Fighter,None,1393,Kayn,11188,3680,11,1,2,3,Red,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-219.0,-248.4000000000001,7829,6,3165861142,Enemy,Toxic Brandon,8240,12,3,1,0
1,1,0,Blue,1,5,297,15,Fighter,None,1393,Kayn,18619,18478,11,1,3,2,Red,9,Ally,Enemy,False,False,Ally,Enemy,False,Enemy,False,148.79999999999995,477.9000000000001,10180,5,3165814916,Enemy,Toxic Brandon,17035,30,7,9,0
0,1,0,Red,0,2,111,11,Assassin,None,133,Khazix,7492,10474,7,0,1,1,Blue,8,None,Enemy,False,False,Ally,Enemy,False,Enemy,False,104.20000000000005,-102.70000000000005,6568,3,3155012529,Enemy,Toxic Brandon,6285,21,2,2,0
0,3,0,Red,4,7,120,12,Mage,None,304,Lux,7922,1056,5,1,0,2,Blue,10,Enemy,Ally,False,False,Ally,Enemy,False,Enemy,False,-482.0999999999999,-387.5,7317,2,3070051815,Ally,Toxic Brandon,1310,52,6,6,0
0,0,0,Blue,0,10,101,12,Support,None,2990,Janna,6816,0,8,1,3,2,Red,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-581.8,-21.59999999999991,8267,2,3070014082,Enemy,Toxic Brandon,6089,55,5,7,0
0,2,0,Blue,5,9,70,11,Support,None,2990,Janna,4165,2521,0,0,0,0,Red,1,None,Enemy,False,False,Ally,None,None,Ally,True,270.9000000000001,498.70000000000005,6074,3,3068513768,Enemy,Toxic Brandon,3155,29,5,1,1
0,1,0,Blue,3,3,74,10,Mage,None,2379,Morgana,7937,720,7,1,3,1,Red,8,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-113.0,250.4000000000001,6207,1,3068465101,Ally,Toxic Brandon,1069,41,4,3,0
0,1,0,Blue,1,7,85,14,Mage,None,2379,Morgana,10873,721,6,1,3,2,Red,10,Enemy,Ally,False,False,Ally,Enemy,False,Enemy,False,-73.09999999999991,258.0999999999999,8153,1,3067065086,Enemy,Toxic Brandon,4191,15,2,1,0
0,2,1,Red,9,2,111,15,Fighter,None,2626868,Riven,20800,6468,2,0,1,0,Blue,2,None,Enemy,False,False,Enemy,Ally,True,Ally,False,-152.20000000000005,-414.0999999999999,12031,12,3221757327,Ally,ChoGathEatPeople,3528,16,3,0,1
1,5,4,Red,11,7,88,17,Fighter,None,82756,Fiora,15476,21537,7,0,0,0,Blue,1,Ally,Enemy,False,False,Ally,Ally,True,Enemy,False,-68.5,539.3,13720,5,3221782810,Ally,ChoGathEatPeople,7306,35,3,4,1
1,1,0,Red,2,10,133,17,Fighter,None,2626868,Riven,23175,3608,9,0,5,2,Blue,10,Ally,Enemy,False,False,Enemy,Enemy,False,Enemy,False,67.90000000000009,611.5,13860,3,3221717943,Enemy,ChoGathEatPeople,8309,39,5,3,0
1,1,1,Blue,10,8,139,16,Fighter,None,2626868,Riven,16694,10014,7,0,3,0,Red,4,Ally,Ally,False,False,Enemy,Ally,False,Ally,False,-407.0999999999999,-317.5,13078,6,3221723133,Ally,ChoGathEatPeople,4965,23,3,3,1
1,2,1,Blue,8,10,344,18,Fighter,None,2626868,Riven,22286,8791,3,0,3,0,Red,4,Ally,Enemy,False,False,Enemy,Ally,False,Enemy,False,36.5,494.29999999999995,17534,12,3221676236,Enemy,ChoGathEatPeople,7466,21,4,2,1
0,0,0,Red,0,2,65,12,Mage,None,24888,Cassiopeia,8045,67,5,0,3,0,Blue,6,None,Ally,False,False,Enemy,None,None,Enemy,False,-108.0,291.9000000000001,6088,1,3221633735,Enemy,ChoGathEatPeople,989,10,3,0,0
1,3,1,Blue,9,9,209,16,Fighter,None,65472,Camille,25360,9578,4,0,0,0,Red,0,Ally,Enemy,False,False,Ally,Ally,False,Ally,False,-6.7000000000000455,319.70000000000005,13494,10,3221578248,Ally,ChoGathEatPeople,1593,25,5,1,1
0,0,0,Red,4,1,135,16,Fighter,None,2626868,Riven,25759,5904,8,1,3,1,Blue,8,Enemy,Ally,False,True,Enemy,Enemy,False,Ally,False,309.29999999999995,370.29999999999995,14659,11,3220695023,Enemy,ChoGathEatPeople,7173,21,3,3,0
0,1,1,Red,8,6,151,15,Fighter,None,262942,Yasuo,28449,11057,2,0,2,0,Blue,3,None,Enemy,False,False,Enemy,Ally,False,Ally,False,-383.79999999999995,-428.0999999999999,14986,15,3220710354,Enemy,ChoGathEatPeople,3767,15,3,2,1
0,2,0,Red,2,5,135,15,Fighter,None,262942,Yasuo,15250,2341,11,1,3,2,Blue,10,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,65.90000000000009,-546.5999999999999,11226,3,3220675614,Ally,ChoGathEatPeople,3403,24,3,0,0
0,1,0,Red,1,2,146,10,Marksman,None,7082,Varus,6250,1947,6,0,2,0,Blue,4,None,Ally,False,False,Ally,None,None,Ally,False,-180.5999999999999,-0.7999999999999545,6976,2,3220681895,Ally,ChoGathEatPeople,1389,7,2,1,0
0,2,0,Blue,5,11,105,15,Marksman,None,18218,Jinx,26767,2530,10,2,3,1,Red,7,Enemy,Ally,False,False,Ally,Enemy,False,Ally,False,52.09999999999991,-494.79999999999995,14362,11,3210181697,Ally,SupportHONGKONGG,3734,22,2,4,0
0,3,1,Blue,8,7,101,16,Marksman,None,18218,Jinx,11717,18605,9,1,2,1,Red,7,Enemy,Enemy,False,False,Ally,Ally,False,Ally,False,-354.79999999999995,-602.9000000000001,13056,4,3209013860,None,SupportHONGKONGG,2202,35,2,1,0
0,0,0,Blue,0,1,86,11,Marksman,None,18218,Jinx,7783,852,5,1,3,2,Red,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-0.2999999999999545,614.9000000000001,7431,3,3208981428,Ally,SupportHONGKONGG,1178,15,1,1,0
0,1,0,Blue,5,10,99,14,Marksman,None,18218,Jinx,28399,5795,7,2,3,2,Red,10,Enemy,Ally,False,False,Enemy,Enemy,False,Ally,False,-126.20000000000005,-626.0,15392,14,3208084317,Ally,SupportHONGKONGG,2933,30,2,3,0
0,3,1,Red,6,7,139,13,Marksman,None,18218,Jinx,20128,11013,2,0,0,0,Blue,3,None,Enemy,False,False,Ally,Ally,False,Ally,False,78.79999999999995,426.4000000000001,11623,10,3208112628,Enemy,SupportHONGKONGG,1224,12,1,1,1
1,1,0,Red,3,13,56,15,Marksman,None,18218,Jinx,22025,12377,7,0,2,1,Blue,7,Ally,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-353.5999999999999,17.700000000000045,14301,7,3206899403,None,SupportHONGKONGG,3375,19,1,2,0
1,4,2,Blue,9,7,106,14,Marksman,None,18218,Jinx,18369,27708,7,1,0,0,Red,2,Ally,Ally,False,True,Ally,Ally,True,Ally,False,45.299999999999955,191.0999999999999,13448,9,3206940518,Ally,SupportHONGKONGG,1995,34,1,2,1
1,1,2,Blue,8,22,196,18,Marksman,None,18218,Jinx,45500,25435,6,1,5,1,Red,9,Ally,Enemy,False,False,Ally,Enemy,False,Enemy,False,-481.5999999999999,-682.5,19045,11,3206880254,Enemy,SupportHONGKONGG,4596,36,3,2,1
0,0,0,Red,0,0,28,8,Marksman,None,18218,Jinx,3315,0,5,0,1,1,Blue,7,None,Ally,False,True,Enemy,Enemy,False,Enemy,False,-375.5999999999999,-314.5999999999999,4633,2,3206796190,None,SupportHONGKONGG,600,10,1,0,0
0,3,1,Red,4,22,147,14,Support,None,1115435,Thresh,10872,4566,8,1,1,2,Blue,9,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-414.70000000000005,-381.5999999999999,8845,2,3181053070,Enemy,SupportHONGKONGG,3593,77,14,4,0
0,2,1,Blue,7,15,57,10,Support,None,1115435,Thresh,3612,4697,3,0,1,0,Red,1,None,Enemy,False,False,Ally,Ally,True,Ally,False,-29.700000000000045,-138.20000000000005,5992,1,3181070967,Ally,SupportHONGKONGG,506,46,6,3,1
0,0,0,Blue,2,5,243,13,Mage,None,368829,Lux,14232,758,6,1,3,1,Red,8,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,448.79999999999995,788.4000000000001,8895,4,3205536991,Enemy,AIfie,148,17,4,2,0
0,1,0,Red,1,4,365,14,Mage,None,368829,Lux,21454,1543,7,0,2,4,Blue,9,None,Ally,False,False,Ally,Enemy,False,Enemy,False,56.799999999999955,650.2,10884,8,3205070982,Ally,AIfie,400,15,3,1,0
1,2,1,Blue,7,6,406,14,Mage,None,368829,Lux,16160,341,4,0,1,0,Red,2,Ally,Ally,False,True,Enemy,Ally,True,Ally,False,363.0,118.40000000000009,10061,6,3204999142,Enemy,AIfie,86,18,1,1,1
0,0,0,Blue,1,9,150,13,Marksman,None,44444,Ezreal,25113,320,7,1,3,2,Red,10,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-587.0999999999999,-159.70000000000005,10202,5,3203128895,Enemy,AIfie,1166,13,2,1,0
2,2,2,Blue,9,10,386,16,Mage,None,368829,Lux,20407,8075,2,0,2,0,Red,4,Ally,Enemy,False,False,Enemy,Ally,True,Enemy,False,-63.799999999999955,236.79999999999995,12809,6,3203097345,Ally,AIfie,38,23,4,3,1
0,2,0,Red,1,6,354,13,Mage,None,368829,Lux,23301,984,7,0,1,1,Blue,7,None,Ally,False,False,Ally,Enemy,False,Enemy,False,845.2,574.5999999999999,9997,8,3203143142,None,AIfie,37,18,4,0,0
0,2,0,Blue,2,10,194,14,Mage,None,246735,Xerath,21251,129,7,1,2,1,Red,9,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-85.0,587.9000000000001,7582,0,3202247325,Enemy,AIfie,549,14,2,3,0
0,1,3,Blue,11,11,297,14,Marksman,None,44444,Ezreal,22785,9043,1,1,2,0,Red,1,Enemy,Ally,False,False,Enemy,Ally,True,Ally,False,-233.4000000000001,-373.4000000000001,13413,9,3201822236,Ally,AIfie,1502,22,3,2,1
0,1,0,Blue,1,4,292,13,Mage,None,368829,Lux,14231,1779,8,0,2,2,Red,9,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,271.70000000000005,-213.79999999999995,8819,7,3196873009,Enemy,AIfie,0,13,4,2,0
1,3,4,Red,11,5,112,14,Mage,None,246735,Xerath,16119,2353,3,0,0,0,Blue,0,Ally,Ally,False,False,Ally,Ally,True,Ally,False,-15.700000000000045,524.9000000000001,10165,7,3196772570,Ally,AIfie,137,17,2,0,1
1,3,2,Blue,9,5,150,15,Mage,None,246735,Xerath,23646,5031,2,0,0,0,Red,2,Ally,Ally,False,False,Ally,Ally,False,Enemy,False,-156.5999999999999,416.0,12694,13,3196708006,None,AIfie,494,18,1,4,1
1,4,3,Red,11,5,272,16,Mage,None,7283,Velkoz,42617,11247,5,0,0,0,Blue,3,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,-228.5999999999999,-191.5999999999999,14826,10,3208941868,Ally,DrTy Jtekill,5878,24,1,0,1
1,3,2,Red,9,14,73,14,Mage,None,24782,Ryze,24986,11129,6,0,0,0,Blue,1,Ally,Ally,False,False,Ally,Ally,True,Ally,False,-69.79999999999995,629.5,10205,5,3208877890,Ally,DrTy Jtekill,7185,11,1,0,1
0,2,0,Blue,3,6,302,14,Marksman,None,12744,Ezreal,30612,11220,5,1,2,1,Red,7,Enemy,Ally,False,True,Enemy,Enemy,False,Ally,False,-380.9000000000001,490.4000000000001,14629,9,3208891149,None,DrTy Jtekill,2095,16,1,2,0
1,2,2,Blue,8,12,101,18,Mage,None,3709,Vladimir,52808,13297,8,1,2,3,Red,11,Ally,Ally,False,False,Ally,Ally,False,Ally,False,628.7,-28.5,19154,17,3208833388,Ally,DrTy Jtekill,57555,10,0,3,0
1,2,1,Blue,8,6,190,15,Fighter,None,17564,Aatrox,13700,10012,4,0,1,0,Red,1,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,-330.70000000000005,-254.20000000000005,11039,4,3208738398,Ally,DrTy Jtekill,12002,7,0,0,1
1,0,0,Red,0,6,111,13,Fighter,None,17564,Aatrox,10530,415,8,0,2,3,Blue,10,Ally,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-50.40000000000009,-318.29999999999995,7748,1,3208772124,Ally,DrTy Jtekill,6086,7,1,0,0
