allyBaronKills,allyDragonKills,allyInhibitorKills,allySide,allyTowerKills,assists,ccScore,champLevel,championClass,championID,championMastery,championName,damageToChampions,damageToObjectives,deaths,enemyBaronKills,enemyDragonKills,enemyInhibitorKills,enemyTowerKills,firstBaron,firstBlood,firstBloodAssist,firstBloodKill,firstDragon,firstInhibitor,firstInhibitorAssist,firstTower,firstTowerAssist,fiveMinuteGoldDelta,fiveMinuteXPDelta,goldEarned,kills,matchId,riftHerald,summonerName,totalHealed,visionScore,visionWardsPurchased,wardKills,win
1,2,1,Blue,8,9,288,15,Marksman,None,268095,Kindred,25367,38885,7,0,0,0,Red,2,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,-360.70000000000005,160.29999999999995,13386,12,3209420818,Ally,Metar,11372,16,2,6,1
0,0,0,Blue,1,10,352,13,Fighter,None,6642,Kayn,16196,5577,10,1,4,1,Red,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,False,219.0,120.09999999999991,9375,2,3209139095,Enemy,Metar,13598,29,4,10,0
0,0,0,Blue,0,5,306,12,Fighter,None,6642,Kayn,11110,2495,6,1,2,2,Red,11,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-208.29999999999995,221.0,6993,2,3208937208,Enemy,Metar,8358,7,1,0,0
1,2,2,Blue,10,10,451,16,Assassin,None,18010,Ekko,32138,17504,2,0,1,0,Red,2,Ally,Enemy,False,False,Enemy,Ally,False,Enemy,False,182.79999999999995,1.7000000000000455,13946,19,3208933432,Enemy,Metar,12211,23,2,5,1
0,0,0,Blue,0,3,187,12,Fighter,None,6642,Kayn,15688,4424,12,1,3,1,Red,8,Enemy,Ally,False,True,Enemy,Enemy,False,Enemy,False,72.70000000000005,206.20000000000005,9985,6,3208889097,Enemy,Metar,6394,15,1,4,0
2,1,2,Blue,7,11,459,18,Marksman,None,268095,Kindred,53409,48937,6,1,5,3,Red,8,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,32.59999999999991,-336.20000000000005,19995,14,3208901251,Enemy,Metar,24216,51,4,14,1
0,2,2,Red,7,5,242,14,Fighter,None,6642,Kayn,23663,27103,2,0,0,0,Blue,1,None,Enemy,False,False,Ally,Ally,True,Ally,True,48.40000000000009,420.29999999999995,12665,18,3208827736,Ally,Metar,8667,22,4,4,1
0,1,0,Blue,1,8,576,16,Assassin,None,18010,Ekko,29239,4533,5,2,2,3,Red,10,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,189.5999999999999,20.90000000000009,15384,14,3208821584,Enemy,Metar,13199,32,4,8,0
0,2,0,Blue,4,8,1077,15,Marksman,None,6953,Ashe,28687,5594,10,2,3,2,Red,8,Enemy,Ally,False,False,Ally,Enemy,False,Ally,False,-25.200000000000045,-401.4000000000001,13968,7,3219864543,Enemy,SummerSleepXTY,3172,24,0,7,0
0,3,1,Red,6,6,672,12,Marksman,None,6953,Ashe,13490,5548,3,0,0,0,Blue,0,None,Ally,False,True,Ally,Ally,False,Ally,False,512.7,-368.5,9356,4,3219829672,Ally,SummerSleepXTY,2084,15,1,0,1
0,3,2,Blue,10,17,172,11,Support,None,1944,Janna,7811,3323,0,0,0,0,Red,0,None,Ally,False,False,Ally,Ally,False,Ally,True,23.799999999999955,-447.20000000000005,8047,4,3219835532,Ally,SummerSleepXTY,4892,28,4,5,1
1,3,1,Blue,8,15,554,16,Tank,None,5192,Nautilus,17793,2401,9,1,3,1,Red,8,Enemy,Enemy,False,False,Ally,Ally,True,Enemy,False,-572.3,-684.2,9983,4,3219757499,Ally,SummerSleepXTY,4938,79,10,13,0
1,2,1,Red,7,13,120,16,Marksman,None,9360,Vayne,30595,25034,6,0,2,0,Blue,3,Ally,Ally,False,False,Enemy,Ally,True,Enemy,False,145.4000000000001,-360.9000000000001,16662,13,3219761507,Ally,SummerSleepXTY,8179,25,1,3,1
0,1,0,Blue,1,4,31,10,Marksman,None,8935,Tristana,6835,2400,2,0,0,0,Red,5,None,Enemy,False,False,Ally,None,None,Enemy,False,-66.09999999999991,-356.20000000000005,6946,2,3218425598,Enemy,SummerSleepXTY,1087,6,0,0,0
0,2,1,Red,7,6,15,13,Marksman,None,9360,Vayne,21090,9949,4,0,1,0,Blue,1,None,Ally,False,False,Ally,Ally,False,Ally,False,155.79999999999995,-349.70000000000005,11910,6,3218420561,None,SummerSleepXTY,4405,17,0,1,1
1,1,1,Red,7,5,161,17,Marksman,None,9360,Vayne,24901,7637,6,0,3,0,Blue,3,Ally,Enemy,False,False,Enemy,Ally,False,Enemy,False,21.40000000000009,-322.0,16252,10,3218354088,Enemy,SummerSleepXTY,7205,23,1,2,1
0,2,0,Red,2,7,12,12,Marksman,None,12004,Lucian,11131,4104,8,1,0,1,Blue,6,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,329.79999999999995,-91.40000000000009,9021,2,3218298343,Enemy,SummerSleepXTY,1829,10,0,0,0
0,2,0,Blue,4,7,126,12,Mage,None,1637,TwistedFate,15481,2343,7,1,1,1,Red,6,Enemy,Ally,False,False,Ally,Enemy,False,Ally,False,299.20000000000005,954.0999999999999,8846,5,3218322519,Enemy,SummerSleepXTY,1151,13,0,1,0
1,3,2,Blue,10,6,59,16,Assassin,None,38313,Akali,26137,10469,5,0,1,0,Red,4,Ally,Enemy,False,False,Enemy,Ally,False,Ally,False,201.0999999999999,566.0999999999999,13417,12,3218257103,Ally,SummerSleepXTY,9822,23,2,4,1
1,4,3,Blue,11,13,112,12,Support,None,357123,Bard,7484,4527,6,0,0,0,Red,1,Ally,Enemy,False,False,Ally,Ally,False,Enemy,False,-178.29999999999995,638.0999999999999,8582,3,3170143267,Ally,The Blind Hooker,7866,45,3,5,1
0,2,2,Blue,9,29,120,13,Support,None,482644,Thresh,8164,3331,1,0,1,0,Red,0,None,Ally,False,False,Ally,Ally,True,Ally,True,-38.700000000000045,-240.5999999999999,8548,1,3169946079,Ally,The Blind Hooker,3365,33,1,1,1
1,3,3,Blue,10,23,256,18,Support,None,357123,Bard,24157,7604,4,1,2,0,Red,5,Enemy,Enemy,False,False,Ally,Ally,True,Ally,True,131.29999999999995,135.0,13970,5,3169903052,Enemy,The Blind Hooker,25924,110,7,11,1
1,0,0,Red,4,7,144,13,Mage,None,95723,Karma,11300,778,5,0,5,2,Blue,10,Ally,Enemy,False,False,Enemy,Enemy,False,Ally,False,-407.20000000000005,-225.0999999999999,7453,0,3133967910,Ally,The Blind Hooker,1408,70,5,5,0
0,0,0,Red,3,13,115,14,Mage,None,383881,Morgana,12787,601,7,1,4,3,Blue,11,Enemy,Ally,False,True,Enemy,Enemy,False,Ally,False,-4.5,-116.0,10065,5,3133870857,None,The Blind Hooker,5102,87,9,9,0
0,3,3,Blue,8,23,148,15,Mage,None,383881,Morgana,19790,2524,10,2,4,1,Red,9,Enemy,Ally,False,False,Enemy,Ally,False,Enemy,False,-190.29999999999995,-329.79999999999995,11929,4,3132690013,Enemy,The Blind Hooker,12690,98,3,4,0
0,2,0,Blue,4,14,78,11,Support,None,482644,Thresh,5627,8352,4,0,0,0,Red,1,None,Ally,False,False,Ally,None,None,Ally,False,381.9000000000001,593.5999999999999,6141,3,3130890960,Ally,The Blind Hooker,574,42,3,1,1
0,1,0,Blue,0,7,130,10,Support,None,357123,Bard,9687,208,8,1,2,2,Red,10,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-50.90000000000009,171.0,6786,3,3121082606,Enemy,The Blind Hooker,3825,55,5,3,0
2,3,2,Red,11,30,198,17,Support,None,482644,Thresh,13817,8175,9,1,2,0,Blue,4,Enemy,Enemy,False,False,Enemy,Ally,True,Enemy,False,125.40000000000009,-112.70000000000005,12192,1,3111911859,Ally,The Blind Hooker,5986,107,6,8,1
0,1,0,Red,3,6,56,10,Support,None,6588,Nami,5802,3988,7,1,2,2,Blue,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,89.90000000000009,584.5,7445,5,3199105862,Enemy,team diff,6442,34,9,2,0
0,0,1,Blue,7,4,73,13,Assassin,None,11187,Fizz,8692,3124,8,0,3,1,Red,5,None,Ally,False,False,Enemy,Enemy,False,Enemy,False,146.20000000000005,-414.70000000000005,8704,5,3178696029,None,team diff,2591,8,0,0,1
0,0,0,Blue,1,8,191,13,Marksman,None,32645,Twitch,18069,1886,10,1,2,1,Red,8,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-13.0,-356.29999999999995,9287,2,3178730723,Enemy,team diff,3047,6,0,1,0
0,3,2,Red,9,5,75,12,Assassin,None,11187,Fizz,8180,5295,8,0,0,0,Blue,0,None,Ally,False,False,Ally,Ally,False,Ally,False,-87.5,-116.0,7030,0,3176792132,None,team diff,702,3,0,0,1
0,1,0,Red,1,2,141,10,Marksman,None,32645,Twitch,11392,4065,2,0,0,0,Blue,0,None,Ally,False,False,Ally,None,None,Ally,False,9.900000000000091,-355.5999999999999,8633,11,3176780160,None,team diff,1330,3,0,3,1
1,3,3,Blue,10,13,397,17,Marksman,None,32645,Twitch,44235,9448,17,1,0,1,Red,6,Enemy,Enemy,False,False,Ally,Enemy,False,Ally,False,-465.29999999999995,-113.09999999999991,15078,9,3176724634,None,team diff,4843,21,0,2,1
0,3,3,Red,11,17,294,13,Marksman,None,32645,Twitch,18707,10797,10,0,0,0,Blue,1,None,Enemy,False,False,Ally,Ally,False,Ally,True,-193.79999999999995,-384.29999999999995,10381,6,3176750152,Ally,team diff,3062,4,0,1,1
0,1,0,Blue,3,2,239,10,Marksman,None,32645,Twitch,8447,3125,3,0,0,0,Red,0,None,Ally,False,True,Ally,None,None,Ally,False,400.70000000000005,-209.4000000000001,7893,6,3176635609,None,team diff,1363,6,0,1,1
0,0,0,Red,3,6,113,16,Marksman,None,11654,Kaisa,45499,6760,15,2,4,2,Blue,9,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-282.79999999999995,-673.2,16229,11,3176378976,Enemy,team diff,3281,9,0,0,0
0,1,1,Blue,7,3,217,10,Marksman,None,32645,Twitch,8096,6596,3,0,0,0,Red,1,None,Ally,False,False,Ally,Ally,False,Ally,False,378.29999999999995,20.90000000000009,6748,3,3176363800,None,team diff,1206,5,0,0,1
0,1,2,Blue,10,7,271,14,Marksman,None,32645,Twitch,21263,6041,7,0,2,0,Red,2,None,Enemy,False,False,Enemy,Ally,False,Ally,False,78.09999999999991,512.5,11800,9,3176267738,None,team diff,3134,7,0,1,1
0,2,0,Red,3,14,410,13,Tank,None,180,Nautilus,11542,1186,8,1,3,1,Blue,9,Enemy,Ally,False,False,Ally,Enemy,False,Ally,False,188.29999999999995,718.5999999999999,8680,5,3217029574,Enemy,InDrawn,1802,40,4,1,0
0,3,1,Blue,8,10,53,10,Tank,None,8651,Leona,2223,11602,2,0,0,0,Red,1,None,Ally,False,False,Ally,Ally,True,Ally,True,-476.0999999999999,-345.5999999999999,5929,0,3217038064,Ally,InDrawn,1883,27,7,3,1
0,3,0,Blue,2,19,128,12,Tank,None,8651,Leona,8948,961,6,1,1,1,Red,8,Enemy,Ally,False,True,Enemy,Enemy,False,Ally,False,-202.0999999999999,-286.29999999999995,8375,3,3217025605,Enemy,InDrawn,3276,57,8,8,0
0,1,0,Red,2,9,79,10,Mage,None,27515,Morgana,8222,1203,6,1,3,0,Blue,7,Enemy,Ally,False,True,Ally,None,None,Enemy,False,-289.9000000000001,-297.9000000000001,6903,2,3212902597,Ally,InDrawn,1841,46,4,7,0
2,5,1,Blue,7,17,120,16,Support,None,5866,Pyke,10542,6244,8,0,0,0,Red,6,Ally,Ally,False,False,Ally,Ally,False,Enemy,False,-185.4000000000001,-397.20000000000005,12249,5,3212456371,Enemy,InDrawn,9813,71,4,7,1
0,1,0,Red,0,11,82,12,Support,None,5866,Pyke,7817,0,10,0,3,2,Blue,10,None,Ally,False,False,Ally,Enemy,False,Enemy,False,336.20000000000005,117.29999999999995,8531,4,3212471907,Enemy,InDrawn,6250,41,4,6,0
0,2,0,Blue,3,7,51,9,Tank,None,8651,Leona,4565,70,3,0,0,0,Red,0,None,Enemy,False,False,Ally,None,None,Ally,False,-432.0,-507.4000000000001,4420,1,3212429193,Ally,InDrawn,249,15,3,2,1
0,3,2,Red,11,12,81,11,Support,None,8092,Rakan,4563,4036,2,0,0,0,Blue,0,None,Ally,False,False,Ally,Ally,True,Ally,True,-79.29999999999995,-327.5,6084,0,3208371253,Ally,InDrawn,1729,33,3,4,1
1,0,0,Red,1,6,250,12,Support,None,44594,Zilean,3882,0,5,0,4,3,Blue,11,Ally,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-207.5999999999999,-559.9000000000001,6533,1,3208326968,Enemy,InDrawn,3804,27,2,3,0
0,2,1,Blue,8,15,164,11,Support,None,59839,Bard,14536,6810,3,0,0,0,Red,1,None,Ally,False,True,Ally,Ally,True,Ally,False,-85.0,116.70000000000005,8451,6,3208313293,Enemy,InDrawn,2183,32,5,1,1
0,1,0,Red,0,9,167,14,Mage,None,35493,TwistedFate,20578,2106,8,1,3,3,Blue,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,588.4000000000001,104.20000000000005,11183,7,3219686311,Enemy,nmnickman,3110,22,6,1,0
0,0,0,Red,3,12,278,12,Marksman,None,29288,Varus,14055,8514,8,1,4,1,Blue,6,Enemy,Ally,False,False,Enemy,Enemy,False,Ally,False,672.0,717.7,9911,5,3219689910,Ally,nmnickman,2348,14,2,4,0
0,2,1,Red,9,3,120,10,Fighter,None,31393,Gangplank,6675,3656,2,0,0,0,Blue,0,None,Ally,False,False,Ally,Ally,True,Ally,False,-3.2000000000000455,-232.0,6571,4,3219636440,Ally,nmnickman,2238,8,3,0,1
0,0,0,Red,1,8,285,12,Assassin,None,4311,Ekko,13959,831,8,1,3,2,Blue,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-474.9000000000001,-467.0,7962,4,3217984931,Enemy,nmnickman,4783,13,3,1,0
0,1,0,Red,4,9,179,13,Mage,None,35493,TwistedFate,17350,3575,8,1,2,2,Blue,10,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-459.0,-170.20000000000005,10768,6,3217972309,Enemy,nmnickman,3142,21,6,1,0
0,3,2,Blue,8,4,305,14,Mage,None,2920,Ziggs,14380,13694,3,0,0,0,Red,0,None,Ally,False,False,Ally,Ally,False,Ally,False,-155.4000000000001,-152.5,9023,4,3217949356,Ally,nmnickman,4619,9,2,1,1
0,2,2,Blue,7,14,175,17,Assassin,None,3412,Kassadin,26871,7397,8,1,3,2,Red,8,Enemy,Ally,False,False,Ally,Ally,False,Enemy,False,-20.0,-190.5,13480,8,3217946795,Ally,nmnickman,14385,24,7,1,1
1,3,1,Red,9,5,175,15,Assassin,None,3412,Kassadin,14927,6050,6,0,1,0,Blue,1,Ally,Enemy,False,False,Ally,Ally,False,Enemy,False,98.59999999999991,389.70000000000005,11077,9,3217914695,Ally,nmnickman,6131,27,6,2,1
0,2,0,Red,4,9,69,13,Fighter,None,1097,Aatrox,6830,1579,3,0,0,0,Blue,0,None,Enemy,False,False,Ally,None,None,Ally,False,-51.799999999999955,-283.29999999999995,6983,1,3217618656,None,nmnickman,4278,11,2,1,1
1,2,2,Red,7,8,147,13,Assassin,None,3412,Kassadin,22390,7013,4,0,1,0,Blue,0,Ally,Enemy,False,False,Enemy,Ally,False,Ally,False,-356.20000000000005,-463.4000000000001,10597,14,3217412710,Ally,nmnickman,11162,23,8,2,1
1,1,1,Red,5,14,216,17,Assassin,None,4311,Ekko,38097,3757,11,0,5,4,Blue,11,Ally,Enemy,False,False,Enemy,Enemy,False,Enemy,False,25.09999999999991,-233.0,15825,12,3216069937,Enemy,nmnickman,11300,31,6,5,0
0,1,0,Red,0,1,66,10,Tank,None,77136,Alistar,2951,76,7,1,3,4,Blue,11,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,32.59999999999991,406.29999999999995,4706,0,3220514071,Ally,Meandering,3026,36,4,2,0
1,3,2,Red,11,11,743,17,Fighter,None,70829,Volibear,14603,37180,3,0,1,0,Blue,2,Ally,Ally,False,False,Ally,Ally,True,Ally,False,338.70000000000005,-436.79999999999995,13651,7,3202509933,Ally,Meandering,12697,30,8,4,1
0,0,0,Blue,4,3,255,10,Fighter,None,119779,Gragas,4639,13511,3,0,1,0,Red,0,None,Ally,False,False,Enemy,None,None,Ally,False,372.4000000000001,-253.9000000000001,6594,4,3202227474,Ally,Meandering,6293,15,2,4,1
1,4,1,Blue,7,3,417,15,Fighter,None,119779,Gragas,6035,28466,6,0,1,0,Red,2,Ally,Enemy,False,False,Enemy,Ally,False,Ally,False,133.29999999999995,-285.5999999999999,10772,3,3197269464,Ally,Meandering,14512,59,14,12,1
0,2,0,Blue,4,6,298,13,Tank,None,125626,Nunu,3318,23665,4,1,2,1,Red,10,Enemy,Enemy,False,False,Ally,Enemy,False,Ally,True,-31.90000000000009,-240.0,8873,1,3197243250,Ally,Meandering,14511,42,9,8,0
0,2,2,Red,10,12,208,11,Tank,None,125626,Nunu,4519,21849,1,0,0,0,Blue,0,None,Ally,False,False,Ally,Ally,True,Ally,False,82.79999999999995,-13.599999999999909,7436,2,3197189298,Ally,Meandering,9409,22,3,5,1
1,4,2,Red,9,22,369,16,Tank,None,125626,Nunu,13030,40277,5,1,0,0,Blue,3,Enemy,Enemy,False,False,Ally,Ally,False,Ally,False,299.9000000000001,-74.5,11975,3,3197162675,Ally,Meandering,23161,41,9,9,1
0,0,0,Blue,2,2,356,11,Fighter,None,11610,Olaf,5074,15968,3,1,2,1,Red,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-92.09999999999991,348.5999999999999,8047,3,3197109223,Ally,Meandering,5380,20,5,2,0
0,2,1,Blue,5,12,239,13,Tank,None,125626,Nunu,7562,24912,2,0,0,0,Red,1,None,Enemy,False,False,Ally,Ally,True,Ally,False,77.79999999999995,-270.5999999999999,8734,2,3196588726,Ally,Meandering,14033,29,7,3,1
1,3,3,Blue,10,9,163,14,Mage,None,19394,Ahri,14844,4112,2,0,0,0,Red,1,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,581.5999999999999,529.0999999999999,9894,7,3196601946,Ally,Meandering,1622,18,3,3,1
0,4,2,Red,8,2,21,16,Fighter,None,12076,Renekton,12562,17634,3,0,0,0,Blue,2,None,Enemy,False,False,Ally,Ally,False,Enemy,False,201.0999999999999,354.5,13192,8,3215624669,Ally,Flamsy,6835,27,3,3,1
1,2,3,Red,10,2,180,17,Fighter,None,48124,Darius,35256,16123,2,0,1,0,Blue,1,Ally,Ally,False,True,Enemy,Ally,False,Enemy,False,57.09999999999991,-191.79999999999995,17878,15,3131864136,Ally,Flamsy,10887,23,4,1,1
0,0,0,Red,2,2,25,15,Fighter,None,12076,Renekton,17117,1078,9,1,3,2,Blue,11,Enemy,Ally,False,True,Enemy,Enemy,False,Enemy,False,7.5,-208.4000000000001,11855,8,3131642467,Enemy,Flamsy,5293,20,1,2,0
1,4,2,Red,10,8,154,17,Assassin,None,4997,MasterYi,10080,48984,4,0,0,0,Blue,3,Ally,Ally,False,False,Ally,Ally,False,Enemy,False,-184.5999999999999,-70.20000000000005,14342,6,3128610986,Ally,Flamsy,10206,28,3,3,1
0,1,0,Red,1,6,144,13,Mage,None,4682,Orianna,16762,657,8,1,2,2,Blue,9,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-58.40000000000009,-123.5,9789,5,3128580918,Enemy,Flamsy,2505,10,1,2,0
0,0,0,Blue,2,3,15,14,Assassin,None,4997,MasterYi,16537,5029,10,0,4,2,Red,10,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-174.20000000000005,-374.79999999999995,14114,8,3128540063,None,Flamsy,4141,11,0,2,0
0,1,0,Blue,0,6,54,10,Support,None,1473,Thresh,3604,176,5,0,0,0,Red,4,None,Enemy,False,False,Ally,None,None,Enemy,False,-462.70000000000005,-258.79999999999995,5072,1,3128512851,Enemy,Flamsy,313,20,0,3,0
0,0,0,Blue,2,4,396,12,Tank,None,7500,Sion,10096,3449,4,0,1,0,Red,3,None,Enemy,False,False,Enemy,None,None,Ally,False,290.5999999999999,684.0999999999999,7789,2,3128485390,None,Flamsy,0,10,1,2,0
0,2,1,Red,8,2,192,16,Fighter,None,29250,Garen,21662,30501,5,0,1,1,Blue,7,None,Enemy,False,False,Ally,Ally,False,Enemy,False,94.20000000000005,272.5,14270,9,3121678234,Ally,Flamsy,3215,16,0,2,0
1,1,3,Blue,8,5,45,18,Fighter,None,12076,Renekton,23257,11561,6,2,5,4,Red,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,False,-308.70000000000005,-243.5999999999999,18161,6,3121061445,Ally,Flamsy,10504,18,0,1,0
1,3,2,Red,10,3,149,18,Fighter,None,48124,Darius,22609,11104,4,0,1,0,Blue,5,Ally,Ally,False,False,Enemy,Ally,True,Enemy,False,227.70000000000005,1.2999999999999545,16111,12,3120949092,Enemy,Flamsy,9810,39,2,8,1
1,2,0,Blue,5,10,95,14,Marksman,None,29865,Kaisa,15835,9955,8,0,1,2,Red,10,Ally,Enemy,False,False,Enemy,Enemy,False,Enemy,False,141.79999999999995,-111.79999999999995,11551,7,3170435601,Enemy,Hi US Edition,2531,20,0,4,0
1,3,1,Red,8,9,170,15,Marksman,None,12048,Caitlyn,19404,19963,4,0,0,0,Blue,3,Ally,Ally,False,False,Ally,Ally,True,Ally,False,231.79999999999995,-215.4000000000001,12987,5,3170483041,Ally,Hi US Edition,5554,15,0,3,1
1,1,1,Blue,7,16,489,17,Marksman,None,22774,Ezreal,47958,19986,6,1,3,3,Red,10,Enemy,Enemy,False,False,Ally,Enemy,False,Ally,False,-472.0,330.5999999999999,19698,21,3170480751,Enemy,Hi US Edition,4978,25,1,5,1
0,0,0,Blue,0,1,0,11,Marksman,None,29865,Kaisa,13864,279,6,0,2,2,Red,10,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-209.5,94.20000000000005,8775,5,3143210106,Enemy,Hi US Edition,2267,15,2,3,0
0,1,0,Red,3,2,156,12,Marksman,None,25067,Jhin,17197,9186,1,0,1,0,Blue,1,None,Ally,False,True,Enemy,None,None,Ally,False,412.5,-179.79999999999995,12299,16,3143187102,Ally,Hi US Edition,3520,15,2,2,1
0,1,0,Blue,3,1,28,11,Marksman,None,3354,Corki,5538,1905,1,0,0,0,Red,0,None,Ally,False,False,Ally,None,None,Ally,False,242.5999999999999,14.599999999999909,6681,3,3138757074,None,Hi US Edition,552,6,0,0,1
0,3,0,Blue,4,2,186,14,Marksman,None,12048,Caitlyn,22076,5591,5,1,1,3,Red,11,Enemy,Ally,False,False,Ally,Enemy,False,Ally,False,263.5999999999999,242.0,12842,7,3138737015,Enemy,Hi US Edition,4016,25,1,5,0
1,1,2,Red,11,10,45,15,Marksman,None,29865,Kaisa,18632,12874,5,0,3,0,Blue,3,Ally,Ally,False,False,Enemy,Ally,True,Ally,False,411.20000000000005,475.4000000000001,14452,7,3138699516,Ally,Hi US Edition,1892,25,2,7,1
1,6,4,Blue,11,13,612,18,Marksman,None,69598,Graves,30429,51939,11,1,0,0,Red,4,Enemy,Enemy,False,False,Ally,Ally,False,Ally,False,528.5999999999999,511.0999999999999,16780,6,3123046371,None,Hi US Edition,14174,64,9,14,1
0,2,0,Blue,2,16,95,15,Tank,None,6151,Leona,9822,4987,10,2,2,4,Red,10,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-320.0999999999999,252.79999999999995,10736,4,3120156883,Ally,Hi US Edition,3147,48,9,10,0
2,5,2,Red,9,24,39,18,Marksman,None,14092,Ezreal,44614,39011,4,0,0,0,Blue,3,Ally,Ally,False,False,Ally,Ally,True,Enemy,False,158.0,-80.59999999999991,18553,8,3168349338,None,69999p,6339,38,2,4,1
1,2,1,Red,7,5,0,14,Marksman,None,14092,Ezreal,11487,1209,5,0,1,0,Blue,5,Ally,Enemy,False,False,Ally,Ally,False,Enemy,False,247.79999999999995,-74.90000000000009,10702,2,3168346695,Ally,69999p,1679,26,0,2,1
0,3,2,Red,9,18,114,14,Tank,None,8592,Blitzcrank,10334,1222,5,1,0,0,Blue,1,Enemy,Enemy,False,False,Ally,Ally,True,Ally,False,248.79999999999995,222.9000000000001,8465,2,3168393951,Ally,69999p,1951,81,7,10,1
1,2,1,Red,8,10,86,16,Marksman,None,14092,Ezreal,29127,15803,6,0,2,0,Blue,5,Ally,Enemy,False,False,Ally,Ally,True,Enemy,False,-132.20000000000005,50.90000000000009,16219,12,3168341786,Ally,69999p,3032,22,3,1,1
0,2,1,Red,7,10,34,12,Marksman,None,14092,Ezreal,18835,10019,4,0,0,0,Blue,1,None,Ally,False,False,Ally,Ally,True,Ally,False,-198.9000000000001,47.90000000000009,10652,6,3168390061,Ally,69999p,1336,8,1,0,1
2,1,2,Blue,11,15,166,18,Marksman,None,14092,Ezreal,51443,39678,7,0,3,0,Red,3,Ally,Enemy,False,False,Ally,Ally,False,Enemy,False,-192.5,607.9000000000001,20317,19,3168067232,Ally,69999p,4684,31,1,5,1
0,3,0,Blue,3,13,213,15,Tank,None,965,Shen,15188,8633,6,1,2,1,Red,9,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-380.5999999999999,-226.4000000000001,11006,3,3167431030,Enemy,69999p,2094,11,0,1,0
1,1,1,Red,7,5,50,15,Fighter,None,27359,Irelia,11902,13390,4,0,2,0,Blue,2,Ally,Ally,False,False,Enemy,Ally,True,Ally,False,-266.9000000000001,238.9000000000001,10962,4,3167348937,Ally,69999p,4981,8,0,0,1
0,0,0,Red,3,0,15,14,Fighter,None,7689,Renekton,8440,728,4,1,3,0,Blue,4,Enemy,Enemy,False,False,Enemy,None,None,Enemy,False,91.20000000000005,-94.70000000000005,9908,4,3167392578,Ally,69999p,2961,12,1,5,0
0,2,1,Red,7,3,74,11,Fighter,None,3362,Pantheon,13868,13849,0,0,0,0,Blue,1,None,Ally,False,False,Ally,Ally,False,Ally,False,-136.70000000000005,-245.0999999999999,8192,9,3167389999,Ally,69999p,1936,7,1,1,1
0,1,0,Blue,1,8,61,14,Fighter,None,27359,Irelia,14351,2206,6,1,2,2,Red,10,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-68.59999999999991,-255.0,9419,2,3167269227,Enemy,69999p,5419,9,0,0,0
0,0,0,Blue,3,3,124,10,Mage,None,99225,Karma,6089,328,6,1,3,2,Red,8,Enemy,Ally,False,True,Enemy,Enemy,False,Ally,False,-75.70000000000005,-394.5999999999999,5634,1,3212005614,Ally,Shelter Rin,696,50,8,7,0
1,3,1,Blue,9,20,220,17,Tank,None,22995,Leona,14982,2693,11,1,2,1,Red,5,Enemy,Ally,False,True,Enemy,Enemy,False,Enemy,False,-113.09999999999991,288.0,13027,6,3203546502,Enemy,Shelter Rin,4539,98,13,10,1
0,2,1,Blue,8,14,57,11,Tank,None,22995,Leona,5245,2827,4,0,0,0,Red,4,None,Ally,False,False,Ally,Ally,False,Ally,True,-443.5999999999999,-228.20000000000005,6986,1,3203522917,None,Shelter Rin,1476,20,4,3,1
1,2,3,Blue,11,20,292,13,Tank,None,77105,Nautilus,10332,4781,3,0,1,0,Red,0,Ally,Ally,False,False,Enemy,Ally,True,Ally,True,-356.0999999999999,-334.5,9837,4,3203486282,Ally,Shelter Rin,3327,71,10,12,1
0,1,0,Red,3,3,61,13,Mage,None,21609,Morgana,7305,1158,8,1,3,3,Blue,11,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-17.90000000000009,354.20000000000005,7788,2,3203471664,Enemy,Shelter Rin,1314,69,10,9,0
