allyBaronKills,allyDragonKills,allyInhibitorKills,allySide,allyTowerKills,assists,ccScore,champLevel,championClass,championID,championMastery,championName,damageToChampions,damageToObjectives,deaths,enemyBaronKills,enemyDragonKills,enemyInhibitorKills,enemySide,enemyTowerKills,firstBaron,firstBlood,firstBloodAssist,firstBloodKill,firstDragon,firstInhibitor,firstInhibitorAssist,firstTower,firstTowerAssist,fiveMinuteGoldDelta,fiveMinuteXPDelta,goldEarned,kills,matchId,riftHerald,summonerName,totalHealed,visionScore,visionWardsPurchased,wardKills,win
1,0,0,Red,0,6,328,11,Tank,None,38834,Rammus,6411,1855,7,0,3,2,Blue,9,Ally,Enemy,False,False,Enemy,Enemy,False,Enemy,False,83.5,567.4000000000001,6343,1,3202120348,Enemy,lollol9898,4735,19,2,5,0
2,4,2,Red,9,9,482,18,Fighter,None,45712,Yorick,50703,72949,7,0,2,1,Blue,6,Ally,Ally,False,True,Enemy,Enemy,False,Enemy,False,-7.2999999999999545,-230.5,23099,23,3197162992,Ally,lollol9898,30797,34,1,2,1
0,2,1,Blue,7,9,416,17,Fighter,None,45712,Yorick,24403,20914,6,0,2,0,Red,5,None,Enemy,False,False,Enemy,Ally,False,Ally,False,7.099999999999909,-146.79999999999995,15515,11,3197068480,None,lollol9898,15718,40,1,1,1
0,1,0,Blue,2,3,203,17,Mage,None,572796,Velkoz,27177,2991,9,2,3,3,Red,11,Enemy,Ally,False,False,Enemy,Enemy,False,Ally,False,597.5,-53.299999999999955,14166,7,3197064074,None,lollol9898,139,31,1,2,0
2,1,2,Blue,10,12,193,15,Mage,None,572796,Velkoz,26267,18053,4,0,2,0,Red,2,Ally,Ally,False,False,Enemy,Ally,True,Enemy,False,-37.799999999999955,-295.70000000000005,11456,5,3191775580,Ally,lollol9898,1392,25,3,5,1
0,2,0,Red,5,11,204,15,Tank,None,71454,Blitzcrank,11313,3064,7,2,2,2,Blue,9,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-7.7000000000000455,532.9000000000001,8877,2,3191752084,Enemy,lollol9898,3476,63,6,3,0
0,0,0,Red,1,1,104,13,Mage,None,388156,Veigar,12049,691,2,1,3,2,Blue,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-407.29999999999995,-586.3,8834,6,3191708635,Ally,lollol9898,0,10,1,0,0
2,3,3,Blue,9,11,389,17,Mage,None,10273,Fiddlesticks,30101,23195,10,0,2,0,Red,6,Ally,Ally,False,False,Ally,Ally,False,Ally,False,48.90000000000009,344.4000000000001,15591,12,3191180449,Ally,lollol9898,25937,48,3,7,1
0,0,0,Blue,0,4,65,11,Marksman,None,25372,Vayne,7696,3317,3,0,2,1,Red,8,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-237.79999999999995,221.70000000000005,6711,0,3208519805,Enemy,Evolution XI,2038,8,1,2,0
1,2,3,Red,11,17,101,17,Marksman,None,35127,Caitlyn,31200,16805,6,0,2,0,Blue,0,Ally,Ally,False,False,Enemy,Ally,False,Ally,False,-63.90000000000009,433.29999999999995,17114,10,3208453886,Ally,Evolution XI,5595,13,0,2,1
0,0,0,Blue,3,1,97,15,Marksman,None,35127,Caitlyn,19935,8291,4,1,4,1,Red,8,Enemy,Ally,False,True,Enemy,Enemy,False,Enemy,False,30.299999999999955,445.20000000000005,13833,9,3208427932,Enemy,Evolution XI,3704,22,1,7,0
0,2,0,Blue,4,7,104,13,Marksman,None,35127,Caitlyn,15032,7486,7,1,2,2,Red,10,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-240.70000000000005,220.70000000000005,9560,0,3208384547,Enemy,Evolution XI,2514,5,0,1,0
0,1,0,Red,2,5,39,13,Marksman,None,35127,Caitlyn,12532,5970,4,0,2,1,Blue,7,None,Enemy,False,False,Ally,Enemy,False,Enemy,False,82.70000000000005,46.700000000000045,9647,4,3180398310,Enemy,Evolution XI,1730,8,1,0,0
0,1,0,Red,3,4,83,14,Fighter,None,39553,Yasuo,16531,1870,8,1,3,0,Blue,5,Enemy,Ally,False,True,Ally,None,None,Ally,False,-34.40000000000009,369.79999999999995,11224,6,3180390732,Ally,Evolution XI,1700,6,0,2,0
2,2,2,Red,10,22,21,16,Assassin,None,2888,Leblanc,30594,6236,4,0,0,0,Blue,2,Ally,Ally,False,False,Ally,Ally,False,Ally,False,-4.099999999999909,-56.09999999999991,13753,13,3180333955,Enemy,Evolution XI,3160,14,1,0,1
0,1,0,Blue,7,4,99,12,Fighter,None,2120,Pantheon,18155,2343,5,0,1,0,Red,0,None,Ally,False,False,Enemy,None,None,Ally,False,-161.79999999999995,-386.29999999999995,9664,12,3180286081,Ally,Evolution XI,2087,5,0,0,1
0,1,0,Red,6,8,112,17,Marksman,None,35127,Caitlyn,27710,11794,7,2,5,1,Blue,8,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,False,-212.0999999999999,-619.0,15811,5,3167862263,Ally,Evolution XI,5547,43,2,9,0
1,2,1,Blue,8,4,45,13,Assassin,None,3090,Akali,14756,5266,0,0,1,0,Red,0,Ally,Enemy,False,False,Ally,Ally,False,Ally,False,-25.799999999999955,-439.5999999999999,10682,9,3167789038,Ally,Evolution XI,5295,15,3,1,1
0,0,0,Blue,2,1,19,11,Marksman,None,25372,Vayne,8062,3283,2,0,1,0,Red,0,None,Ally,False,True,Enemy,None,None,Ally,False,630.2,140.0,7341,7,3134918995,None,Evolution XI,1519,8,1,1,1
1,3,2,Red,9,6,422,16,Assassin,None,3424,Khazix,17239,29357,8,1,3,2,Blue,8,Ally,Ally,False,True,Enemy,Ally,False,Enemy,False,46.5,-247.20000000000005,11733,2,3058244162,Enemy,Humble God Ivern,18974,31,4,5,1
1,4,1,Red,7,8,292,16,Assassin,None,3424,Khazix,13656,25242,2,0,0,0,Blue,3,Ally,Enemy,False,False,Ally,Ally,False,Ally,False,-282.9000000000001,-329.5,12253,6,3034150758,None,Humble God Ivern,17037,26,3,1,1
0,0,0,Red,1,2,150,12,Assassin,None,3424,Khazix,6191,2264,8,0,2,2,Blue,9,None,Ally,False,False,Enemy,Enemy,False,Enemy,False,151.5999999999999,-196.70000000000005,7711,3,3014218769,Enemy,Humble God Ivern,10706,20,2,2,0
1,0,1,Red,6,17,234,16,Support,None,131127,Ivern,10577,5836,3,0,3,1,Blue,6,Ally,Enemy,False,False,Enemy,Ally,True,Enemy,False,158.5999999999999,-10.5,10504,4,2998283836,Enemy,Humble God Ivern,10312,30,4,5,1
2,3,1,Blue,5,12,196,15,Support,None,131127,Ivern,6483,7071,5,0,2,2,Red,8,Ally,Enemy,False,False,Ally,Ally,True,Enemy,False,77.79999999999995,60.40000000000009,10770,4,2998229212,Enemy,Humble God Ivern,9802,28,7,2,0
1,2,2,Blue,9,16,153,13,Support,None,131127,Ivern,6442,17987,1,0,0,0,Red,0,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,363.70000000000005,105.09999999999991,9085,4,2998211761,Ally,Humble God Ivern,10037,21,2,1,1
1,2,3,Red,11,10,123,14,Support,None,131127,Ivern,4211,14011,1,0,0,0,Blue,0,Ally,Ally,False,False,Ally,Ally,True,Ally,False,19.799999999999955,-2.2999999999999545,9459,3,2998202305,Ally,Humble God Ivern,7256,24,2,2,1
0,0,0,Red,2,8,150,13,Support,None,131127,Ivern,6405,1392,4,1,3,2,Blue,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,343.5999999999999,17.5,8884,4,2998147560,None,Humble God Ivern,7329,19,3,3,0
0,0,0,Red,3,14,233,13,Support,None,411,Soraka,4550,0,12,1,3,3,Blue,10,Enemy,Ally,False,False,Enemy,Enemy,False,Ally,True,-550.7,-577.0999999999999,6336,0,2998121738,Enemy,Humble God Ivern,10193,40,4,3,0
1,1,1,Red,9,13,166,15,Support,None,131127,Ivern,5035,9304,4,0,1,0,Blue,5,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,19.700000000000045,77.70000000000005,9787,0,2998039647,None,Humble God Ivern,9718,31,3,4,1
0,0,0,Blue,0,0,58,10,Fighter,None,1541,Yasuo,6011,0,6,0,2,0,Red,4,None,Enemy,False,False,Enemy,None,None,Enemy,False,-130.5,265.5,6151,2,3217996457,None,FRosT EMbRace,858,6,1,0,0
1,2,1,Red,7,13,408,16,Assassin,None,5475,Shaco,38420,18465,4,0,1,0,Blue,4,Ally,Ally,False,True,Enemy,Ally,False,Enemy,False,-370.29999999999995,-37.40000000000009,18548,26,3217993228,None,FRosT EMbRace,8994,33,2,4,1
1,4,1,Red,10,8,682,16,Marksman,None,4397,Ashe,34132,17800,7,0,0,0,Blue,2,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,-138.0999999999999,346.0,17178,18,3217970736,Ally,FRosT EMbRace,3629,27,1,2,1
0,1,1,Blue,7,10,502,15,Marksman,None,3648,Teemo,36132,5177,6,2,3,1,Red,6,Enemy,Enemy,False,False,Enemy,Ally,True,Ally,False,57.09999999999991,-221.4000000000001,11625,6,3217917869,Enemy,FRosT EMbRace,413,18,1,4,0
1,4,2,Blue,9,1,105,18,Assassin,None,2251,Akali,17445,9583,3,1,1,0,Red,2,Enemy,Ally,False,False,Ally,Ally,False,Ally,False,-29.5,-291.0,16660,13,3217941591,Ally,FRosT EMbRace,9460,26,2,1,1
0,1,0,Blue,2,5,852,16,Marksman,None,4397,Ashe,22948,3845,9,1,3,3,Red,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-62.09999999999991,-345.0999999999999,11584,4,3214951874,Enemy,FRosT EMbRace,2437,22,1,1,0
0,0,0,Blue,0,1,56,10,Assassin,None,2251,Akali,11188,0,8,0,3,0,Red,6,None,Enemy,False,False,Enemy,None,None,Enemy,False,-220.4000000000001,-515.5,6888,5,3214928284,None,FRosT EMbRace,768,17,2,1,0
0,1,0,Red,2,3,177,12,Fighter,None,1651,Udyr,9774,9083,8,1,2,1,Blue,5,Enemy,Ally,False,True,Ally,Enemy,False,Ally,False,916.4000000000001,19.799999999999955,8814,6,3214894977,Ally,FRosT EMbRace,8666,22,2,3,0
0,1,0,Red,3,1,281,10,Fighter,None,2060,XinZhao,5753,5291,1,0,0,0,Blue,0,None,Ally,False,False,Ally,None,None,Ally,False,277.70000000000005,-282.70000000000005,6666,6,3204422079,None,FRosT EMbRace,8159,20,1,3,1
0,0,0,Red,0,1,75,12,Fighter,None,1541,Yasuo,8868,500,9,1,3,3,Blue,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-80.5,582.0,6723,2,3204359530,Enemy,FRosT EMbRace,1580,12,1,1,0
0,0,0,Red,0,2,531,13,Tank,None,6734,Chogath,14999,1556,3,0,3,0,Blue,7,None,Enemy,False,False,Enemy,None,None,Enemy,False,393.5,424.5999999999999,8826,7,3204338650,None,FRosT EMbRace,4226,14,1,1,0
0,2,0,Red,3,2,21,13,Assassin,None,46728,Leblanc,14309,507,7,1,1,1,Blue,7,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,91.09999999999991,132.70000000000005,9910,9,3042078158,Enemy,Hermione Pothead,3817,13,0,3,0
1,3,0,Blue,6,12,28,15,Assassin,None,46728,Leblanc,11038,2486,4,0,0,0,Red,1,Ally,Enemy,False,False,Ally,None,None,Ally,False,-573.0,-266.20000000000005,10143,6,3039729150,Ally,Hermione Pothead,4796,13,1,1,1
0,1,2,Red,9,1,55,13,Assassin,None,46728,Leblanc,6366,4546,1,0,0,0,Blue,0,None,Enemy,False,False,Ally,Ally,False,Ally,False,15.400000000000091,-284.9000000000001,7582,2,3038914010,None,Hermione Pothead,910,13,1,2,1
0,1,0,Red,0,0,44,11,Fighter,None,230,Irelia,5214,2504,4,0,2,0,Blue,3,None,Enemy,False,False,Ally,None,None,Enemy,False,543.7,194.5,5944,2,3037765312,Enemy,Hermione Pothead,2964,10,0,1,0
0,0,0,Blue,3,1,11,12,Assassin,None,46728,Leblanc,12420,554,5,0,2,0,Red,6,None,Enemy,False,False,Enemy,None,None,Enemy,False,193.29999999999995,529.9000000000001,7189,2,3026204371,Enemy,Hermione Pothead,2014,12,1,0,0
0,2,3,Blue,10,8,15,12,Assassin,None,46728,Leblanc,13298,2142,2,0,0,0,Red,0,None,Ally,False,False,Ally,Ally,True,Ally,False,-1.400000000000091,266.20000000000005,6747,3,3022449237,Ally,Hermione Pothead,2827,10,2,1,1
0,1,0,Red,1,5,109,14,Mage,None,11900,Zoe,26624,341,7,0,2,2,Blue,9,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-75.40000000000009,550.4000000000001,8667,6,3020087866,Enemy,Hermione Pothead,2715,17,1,2,0
1,3,1,Blue,9,8,254,15,Mage,None,2596,Orianna,21685,3085,0,0,2,0,Red,2,Ally,Ally,False,False,Ally,Ally,True,Ally,False,29.59999999999991,557.4000000000001,11596,7,3019625053,Enemy,Hermione Pothead,1856,23,1,2,1
1,4,2,Red,10,12,97,15,Mage,None,11900,Zoe,21527,12968,2,0,0,0,Blue,3,Ally,Ally,False,False,Ally,Ally,True,Enemy,False,-14.299999999999955,459.0999999999999,10681,2,3019129879,Enemy,Hermione Pothead,3880,16,1,3,1
1,2,1,Blue,10,17,61,12,Support,None,934,Taric,5151,4775,6,0,1,0,Red,2,Ally,Ally,False,False,Ally,Ally,True,Ally,False,-254.70000000000005,-316.9000000000001,7881,1,3018280985,Ally,Hermione Pothead,7205,43,3,2,1
1,2,2,Red,10,7,30,17,Fighter,None,65053,Renekton,28616,9758,7,0,3,0,Blue,6,Ally,Ally,False,False,Enemy,Ally,False,Ally,False,51.90000000000009,-276.0999999999999,14395,8,3212859235,Ally,iSeeYouInting,13446,17,1,0,1
0,2,0,Red,7,4,101,14,Marksman,None,11220,Kaisa,39029,9905,5,0,1,0,Blue,1,None,Ally,False,True,Enemy,None,None,Ally,False,-52.0,-203.70000000000005,14797,20,3212854425,Ally,iSeeYouInting,4385,20,3,1,1
0,4,1,Red,8,6,209,16,Assassin,None,9091,Kassadin,37118,16778,1,0,0,0,Blue,0,None,Enemy,False,False,Ally,Ally,True,Ally,False,61.700000000000045,533.9000000000001,15159,18,3212460039,Enemy,iSeeYouInting,15565,6,1,0,1
0,0,0,Red,4,11,334,12,Tank,None,7147,Nautilus,11943,1478,8,1,4,2,Blue,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,False,-102.5,-263.20000000000005,8536,5,3212404457,Ally,iSeeYouInting,330,32,4,2,0
1,1,2,Blue,10,3,496,16,Fighter,None,13504,LeeSin,26434,31838,3,0,2,0,Red,4,Ally,Ally,False,True,Enemy,Ally,False,Enemy,False,489.79999999999995,219.5999999999999,15499,20,3206291647,Ally,iSeeYouInting,11485,28,4,2,1
0,1,0,Red,5,5,251,12,Fighter,None,13504,LeeSin,8380,22847,2,0,1,0,Blue,2,None,Enemy,False,False,Ally,None,None,Ally,False,69.0,-253.5,8506,9,3203413483,Ally,iSeeYouInting,6781,18,3,2,1
2,4,4,Blue,11,6,384,18,Marksman,None,11220,Kaisa,26164,40435,7,0,1,0,Red,4,Ally,Enemy,False,False,Ally,Ally,False,Ally,False,-115.09999999999991,-28.40000000000009,16083,10,3187636803,Enemy,iSeeYouInting,9807,46,3,1,1
2,1,2,Red,10,11,495,18,Assassin,None,17944,Shaco,35943,48344,6,0,4,1,Blue,6,Ally,Enemy,False,False,Enemy,Enemy,False,Ally,False,-315.5999999999999,429.9000000000001,21485,16,3187589229,Ally,iSeeYouInting,9879,21,1,4,1
1,2,3,Red,11,9,153,18,Marksman,None,18526,Lucian,50936,31402,3,0,0,0,Blue,0,Ally,Enemy,False,False,Ally,Ally,False,Ally,False,165.0999999999999,941.5,20470,28,3186685320,None,iSeeYouInting,3751,20,1,1,1
1,4,0,Red,5,9,571,18,Assassin,None,17944,Shaco,31330,39338,8,0,2,1,Blue,7,Ally,Ally,False,False,Enemy,Enemy,False,Ally,False,224.20000000000005,8.400000000000091,21417,17,3183477449,Enemy,iSeeYouInting,7744,40,3,9,0
0,2,0,Red,3,4,767,16,Tank,None,18369,Sion,28063,12994,9,1,1,2,Blue,9,Enemy,Ally,False,True,Ally,Enemy,False,Ally,False,84.29999999999995,494.29999999999995,13365,10,3182558014,Ally,iSeeYouInting,2970,12,0,0,0
0,0,0,Red,4,11,418,16,Fighter,None,68838,RekSai,27038,7398,8,1,4,3,Blue,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,242.5999999999999,414.0999999999999,16239,11,3210073727,Enemy,ADC GONE WILD,15054,18,3,2,0
0,0,0,Red,1,6,92,13,Marksman,None,25917,Caitlyn,20613,7364,7,0,3,2,Blue,10,None,Enemy,False,False,Enemy,Enemy,False,Ally,False,43.90000000000009,493.20000000000005,12258,6,3210028082,None,ADC GONE WILD,3313,24,1,5,0
1,1,2,Red,9,8,94,15,Marksman,None,14681,Xayah,34550,30037,3,0,2,0,Blue,2,Ally,Enemy,False,False,Enemy,Ally,False,Ally,False,553.0,868.3,16920,14,3209983506,Ally,ADC GONE WILD,6785,29,1,6,1
1,3,2,Blue,9,6,101,14,Marksman,None,113278,Ezreal,18715,11522,4,0,0,0,Red,1,Ally,Enemy,False,False,Ally,Ally,False,Enemy,False,-217.29999999999995,217.29999999999995,12059,8,3209957132,Ally,ADC GONE WILD,2229,25,2,3,1
0,3,3,Blue,11,9,424,15,Fighter,None,68838,RekSai,26525,20915,3,0,0,0,Red,1,None,Ally,False,True,Ally,Ally,False,Enemy,False,-76.5,474.0999999999999,14113,16,3209909511,Ally,ADC GONE WILD,13658,16,2,2,1
0,0,0,Blue,1,1,5,12,Marksman,None,26821,Kaisa,11789,3190,10,1,3,1,Red,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-69.40000000000009,415.79999999999995,11204,5,3209875052,Enemy,ADC GONE WILD,1608,13,0,3,0
0,2,1,Blue,8,6,60,12,Marksman,None,14681,Xayah,10517,6810,4,0,1,0,Red,2,None,Enemy,False,False,Ally,Ally,False,Ally,False,-58.799999999999955,303.4000000000001,10189,4,3200231627,Ally,ADC GONE WILD,3311,15,0,2,1
0,1,0,Blue,4,5,11,11,Marksman,None,26821,Kaisa,7948,7564,4,0,1,0,Red,2,None,Ally,False,False,Ally,None,None,Ally,True,-7.5,-510.5999999999999,8689,5,3200164500,Ally,ADC GONE WILD,1632,16,1,2,1
1,1,3,Red,11,13,425,16,Fighter,None,68838,RekSai,26400,18176,6,0,3,0,Blue,4,Ally,Ally,False,False,Enemy,Ally,False,Ally,False,736.9000000000001,-116.20000000000005,15763,13,3199968137,Ally,ADC GONE WILD,16093,35,5,6,1
1,2,0,Red,4,3,15,14,Marksman,None,26821,Kaisa,17422,10312,10,0,2,2,Blue,9,Ally,Ally,False,False,Ally,Enemy,False,Ally,False,13.099999999999909,404.0,12877,8,3199972475,Ally,ADC GONE WILD,1978,26,3,6,0
1,2,4,Red,11,4,180,13,Marksman,None,113278,Ezreal,25419,8496,5,0,1,0,Blue,1,Ally,Ally,False,True,Enemy,Ally,False,Ally,False,-4.099999999999909,610.5999999999999,12698,10,3199893008,Ally,ADC GONE WILD,339,20,0,2,1
1,3,3,Red,10,3,197,17,Fighter,None,14387,Pantheon,23313,27281,5,0,2,0,Blue,2,Ally,Ally,False,True,Ally,Ally,False,Ally,False,75.20000000000005,-262.79999999999995,14136,8,3217092420,Ally,Vesperrrrrr,3192,24,0,0,1
0,0,0,Red,0,6,251,12,Fighter,None,14387,Pantheon,13208,2828,9,1,3,3,Blue,11,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,339.0999999999999,-196.0999999999999,8751,7,3216859037,Enemy,Vesperrrrrr,3688,13,0,1,0
0,0,0,Blue,3,8,280,12,Fighter,None,14387,Pantheon,15174,4090,7,1,3,1,Red,8,Enemy,Ally,False,True,Enemy,Enemy,False,Enemy,False,622.7,191.20000000000005,10889,9,3216835271,Enemy,Vesperrrrrr,4456,31,1,7,0
1,1,2,Red,10,14,306,14,Fighter,None,14387,Pantheon,21929,31105,7,0,3,0,Blue,3,Ally,Enemy,False,False,Enemy,Ally,False,Enemy,False,-188.4000000000001,615.5,12990,9,3216709432,Ally,Vesperrrrrr,9565,25,3,6,1
0,0,0,Red,0,0,236,9,Fighter,None,14387,Pantheon,6052,1895,5,0,1,0,Blue,1,None,Enemy,False,False,Enemy,None,None,Enemy,False,-388.9000000000001,129.0,5376,5,3215984441,Enemy,Vesperrrrrr,3368,8,0,0,0
0,2,0,Red,1,12,465,18,Fighter,None,14387,Pantheon,23431,9610,13,3,5,8,Blue,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-67.29999999999995,-79.0,14517,4,3215972649,Enemy,Vesperrrrrr,10977,28,3,9,0
0,1,0,Red,2,5,241,9,Fighter,None,14387,Pantheon,8744,6294,2,0,1,0,Blue,0,None,Ally,False,False,Ally,None,None,Ally,False,-289.0999999999999,-409.4000000000001,6761,7,3216001584,None,Vesperrrrrr,5606,12,1,3,1
1,3,2,Blue,11,5,268,14,Fighter,None,14387,Pantheon,14611,34219,5,0,1,0,Red,1,Ally,Ally,False,True,Ally,Ally,False,Ally,False,158.70000000000005,596.0999999999999,11310,7,3216000600,Ally,Vesperrrrrr,5852,24,0,3,1
0,0,0,Red,2,8,222,11,Fighter,None,14387,Pantheon,12884,13961,9,0,3,1,Blue,7,None,Ally,False,False,Enemy,Enemy,False,Enemy,False,-198.9000000000001,694.2,9176,8,3215939506,Ally,Vesperrrrrr,5268,17,2,3,0
0,1,0,Blue,1,12,373,14,Fighter,None,14387,Pantheon,16872,5444,10,1,3,3,Red,10,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,457.0999999999999,-102.29999999999995,10631,6,3215644857,Enemy,Vesperrrrrr,8664,12,2,2,0
0,0,0,Red,0,3,103,11,Fighter,None,14387,Pantheon,11594,2485,8,0,3,2,Blue,11,None,Ally,False,False,Enemy,Enemy,False,Enemy,False,76.29999999999995,-436.5,8843,7,3215610092,Enemy,Vesperrrrrr,1312,18,1,1,0
0,1,2,Blue,8,12,44,10,Support,None,8189,Rakan,9623,1183,3,0,1,0,Red,2,None,Ally,False,False,Enemy,Ally,True,Enemy,False,75.5,-501.4000000000001,7175,1,3164760399,Ally,Hoco Hoco,4443,44,7,5,1
0,0,0,Red,0,9,129,10,Mage,None,281,Lux,6327,2821,7,0,2,2,Blue,8,None,Ally,False,False,Enemy,Enemy,False,Enemy,False,188.70000000000005,79.0,6229,2,3030146121,Enemy,Hoco Hoco,1673,29,6,1,0
1,0,1,Blue,8,9,891,18,Marksman,None,1572,Ashe,33670,23960,7,0,3,0,Red,3,Ally,Ally,False,True,Enemy,Ally,False,Ally,False,72.0,-257.9000000000001,20696,22,3029445284,Enemy,Hoco Hoco,5867,21,2,2,1
0,0,0,Blue,1,5,106,9,Mage,None,281,Lux,6474,1258,4,1,2,2,Red,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-204.0999999999999,-63.40000000000009,5629,1,3026143938,Enemy,Hoco Hoco,176,62,5,12,0
0,0,0,Red,0,1,42,7,Support,None,105,Zilean,2050,0,5,0,2,0,Blue,5,None,Ally,False,False,Enemy,None,None,Enemy,False,-248.0999999999999,-532.7,3019,0,3024094755,Enemy,Hoco Hoco,678,10,4,1,0
0,0,0,Red,0,1,72,12,Fighter,None,5064,Yasuo,3648,214,5,0,2,3,Blue,11,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-504.5,-269.29999999999995,6493,0,3024080131,Enemy,Hoco Hoco,1495,13,3,1,0
0,2,0,Blue,3,7,27,13,Marksman,None,4097,Caitlyn,10320,3792,3,0,0,1,Red,6,None,Ally,False,False,Ally,Enemy,False,Ally,False,-63.799999999999955,-183.70000000000005,9284,2,3023639668,Ally,Hoco Hoco,2083,14,2,0,0
0,1,0,Blue,3,7,177,12,Support,None,12550,Janna,6546,1291,5,1,3,1,Red,9,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-285.4000000000001,-92.0,6840,0,3023520857,Enemy,Hoco Hoco,3616,48,7,4,0
1,2,2,Blue,9,16,188,11,Support,None,2903,Lulu,7600,2622,3,0,1,0,Red,2,Ally,Ally,False,False,Enemy,Ally,True,Ally,False,403.5999999999999,565.0999999999999,7481,2,3023496016,Ally,Hoco Hoco,559,30,3,7,1
0,1,0,Blue,2,4,52,11,Mage,None,12373,Morgana,6582,1006,5,1,2,3,Red,11,Enemy,Enemy,False,False,Ally,Enemy,False,Ally,False,-98.20000000000005,-284.5999999999999,5589,1,3023469586,Enemy,Hoco Hoco,487,44,3,5,0
2,3,3,Blue,10,20,121,13,Tank,None,1937,Alistar,6508,2886,5,0,1,0,Red,0,Ally,Ally,False,False,Ally,Ally,False,Ally,False,539.3,69.40000000000009,8641,1,3023462995,Ally,Hoco Hoco,8465,50,12,4,1
0,2,0,Red,1,9,424,14,Marksman,None,1371,Graves,16887,12651,5,0,1,2,Blue,10,None,Ally,False,True,Ally,Enemy,False,Enemy,False,-77.29999999999995,-321.79999999999995,11363,7,3164059481,Enemy,VISI0NMAKER,7320,17,0,3,0
1,1,2,Blue,9,9,336,16,Assassin,None,22132,Khazix,28020,25058,7,1,3,0,Red,7,Ally,Enemy,False,False,Enemy,Ally,False,Enemy,False,1.5,-145.79999999999995,13776,10,3159491873,Enemy,VISI0NMAKER,16559,22,0,6,1
1,2,1,Blue,8,6,314,14,Assassin,None,22132,Khazix,20652,12548,1,0,0,0,Red,0,Ally,Ally,False,False,Ally,Ally,False,Ally,False,119.90000000000009,537.3,12280,14,3159453789,Enemy,VISI0NMAKER,12754,27,1,4,1
0,1,0,Red,1,2,9,10,Marksman,None,4507,Kaisa,11778,0,6,0,2,1,Blue,8,None,Ally,False,True,Ally,Enemy,False,Enemy,False,105.90000000000009,-120.09999999999991,7913,5,3158509018,Ally,VISI0NMAKER,1575,12,0,2,0
0,2,1,Blue,7,7,29,12,Marksman,None,100787,Vayne,11592,7996,3,0,0,0,Red,1,None,Enemy,False,False,Ally,Ally,False,Enemy,False,185.5999999999999,-267.20000000000005,9407,2,3158484507,Enemy,VISI0NMAKER,2197,12,0,0,1
1,2,2,Red,9,8,100,18,Marksman,None,4507,Kaisa,24502,43752,1,0,1,0,Blue,2,Ally,Ally,False,False,Ally,Ally,False,Enemy,False,186.29999999999995,-290.0999999999999,17909,14,3158478216,Ally,VISI0NMAKER,4106,25,0,4,1
0,0,0,Blue,2,5,188,14,Assassin,None,1154,Qiyana,18513,4187,7,1,4,3,Red,10,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,2.099999999999909,-347.5,11488,7,3157124917,Enemy,VISI0NMAKER,10906,22,0,7,0
0,1,0,Red,1,7,217,14,Assassin,None,22132,Khazix,18656,6913,5,0,2,0,Blue,5,None,Ally,False,False,Ally,None,None,Enemy,False,345.79999999999995,-76.0,10817,6,3157082544,None,VISI0NMAKER,12075,15,1,2,0
1,1,2,Blue,9,14,244,17,Assassin,None,1154,Qiyana,40080,16836,8,0,3,0,Red,3,Ally,Enemy,False,False,Enemy,Ally,False,Ally,False,-18.40000000000009,-242.0999999999999,16655,17,3156608964,Enemy,VISI0NMAKER,12432,25,0,6,1
2,5,2,Red,9,7,418,18,Assassin,None,22132,Khazix,44974,42368,3,0,0,0,Blue,5,Ally,Ally,False,True,Ally,Ally,False,Enemy,False,20.59999999999991,-200.29999999999995,18784,16,3156600431,Enemy,VISI0NMAKER,22148,31,2,7,1
0,2,3,Blue,11,16,339,14,Fighter,None,39456,LeeSin,15316,12971,9,0,0,0,Red,0,None,Ally,False,False,Ally,Ally,False,Ally,True,219.70000000000005,-357.29999999999995,11498,10,3204859844,None,ZeusJuice,6120,18,2,2,1
