allyBaronKills,allyDragonKills,allyInhibitorKills,allySide,allyTowerKills,assists,ccScore,champLevel,championClass,championID,championMastery,championName,damageToChampions,damageToObjectives,deaths,enemyBaronKills,enemyDragonKills,enemyInhibitorKills,enemySide,enemyTowerKills,firstBaron,firstBlood,firstBloodAssist,firstBloodKill,firstDragon,firstInhibitor,firstInhibitorAssist,firstTower,firstTowerAssist,fiveMinuteGoldDelta,fiveMinuteXPDelta,goldEarned,kills,matchId,riftHerald,summonerName,totalHealed,visionScore,visionWardsPurchased,wardKills,win
1,3,1,Red,7,5,412,18,Assassin,None,44249,Ekko,33056,15964,7,1,3,2,Blue,8,Enemy,Enemy,False,False,Enemy,Ally,False,Enemy,False,55.299999999999955,-299.9000000000001,16678,9,3216011145,Enemy,ZeroedIn,16475,24,0,2,0
1,2,1,Blue,7,9,263,15,Mage,None,9464,Heimerdinger,28340,11804,4,0,2,0,Red,4,Ally,Ally,False,True,Enemy,Ally,False,Enemy,False,45.59999999999991,397.70000000000005,12498,13,3214404369,Enemy,ZeroedIn,1626,15,0,1,1
0,0,0,Red,1,4,314,11,Fighter,None,183714,LeeSin,5648,1192,7,0,3,3,Blue,11,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-55.59999999999991,374.9000000000001,6738,1,3214266383,Enemy,ZeroedIn,2919,9,4,0,0
0,3,0,Blue,4,4,172,17,Assassin,None,19226,Talon,41301,2150,5,2,2,3,Red,11,Enemy,Ally,False,True,Ally,Enemy,False,Ally,False,-436.9000000000001,-234.29999999999995,17779,17,3212766173,Enemy,ZeroedIn,6218,16,1,2,0
0,4,1,Blue,8,13,725,18,Assassin,None,44249,Ekko,73399,12800,3,0,2,1,Red,8,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,126.5,498.9000000000001,20122,23,3212719395,Enemy,ZeroedIn,29477,24,1,4,1
1,1,2,Red,7,0,490,14,Tank,None,589493,Chogath,10801,4118,2,0,2,0,Blue,2,Ally,Ally,False,False,Enemy,Ally,False,Ally,False,-257.79999999999995,481.0,10132,7,3210883127,Enemy,WildDot,5972,32,8,4,1
0,2,0,Blue,3,1,584,13,Tank,None,589493,Chogath,9126,3508,9,1,2,1,Red,9,Enemy,Ally,False,False,Enemy,Enemy,False,Ally,False,111.0,390.4000000000001,8894,1,3210836519,Enemy,WildDot,4207,30,6,4,0
0,0,0,Red,0,0,667,15,Tank,None,589493,Chogath,14737,1258,5,1,4,2,Blue,10,Enemy,Ally,False,True,Enemy,Enemy,False,Enemy,False,-344.79999999999995,-105.59999999999991,10271,5,3210849844,Enemy,WildDot,5729,24,5,1,0
0,1,0,Red,1,3,501,14,Tank,None,589493,Chogath,15370,2854,4,0,2,1,Blue,7,None,Ally,False,False,Enemy,Enemy,False,Ally,False,-94.29999999999995,450.29999999999995,9572,6,3210804550,Enemy,WildDot,4981,29,7,3,0
0,2,1,Blue,6,0,497,13,Tank,None,589493,Chogath,11564,4004,2,0,0,0,Red,0,None,Ally,False,True,Ally,Ally,False,Ally,False,462.70000000000005,529.5999999999999,8283,5,3210800072,Ally,WildDot,3987,17,3,1,1
0,0,0,Blue,3,9,434,14,Tank,None,589493,Chogath,17220,563,9,2,4,3,Red,11,Enemy,Ally,False,False,Enemy,Enemy,False,Ally,False,-540.7,-246.20000000000005,11197,4,3210694514,Enemy,WildDot,2512,30,9,5,0
1,4,1,Red,8,1,883,18,Tank,None,589493,Chogath,31854,16125,6,1,1,2,Blue,9,Ally,Ally,False,False,Ally,Enemy,False,Enemy,False,-381.0999999999999,-191.20000000000005,18678,16,3154653731,Ally,WildDot,10303,48,6,6,0
0,3,1,Blue,7,7,476,14,Tank,None,589493,Chogath,15588,4028,9,0,0,0,Red,4,None,Enemy,False,False,Ally,Ally,False,Ally,False,-371.4000000000001,-580.2,10051,7,3154632350,None,WildDot,5399,39,6,6,1
0,0,0,Blue,0,3,509,13,Tank,None,589493,Chogath,10111,1291,5,1,3,2,Red,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-13.799999999999955,-234.9000000000001,7904,2,3154585191,Enemy,WildDot,6706,14,5,1,0
0,0,0,Red,0,1,461,13,Tank,None,589493,Chogath,7195,774,4,0,0,2,Blue,10,None,Enemy,False,False,None,Enemy,False,Enemy,False,-258.5999999999999,-342.20000000000005,7449,2,3154576878,Enemy,WildDot,4347,24,7,7,0
1,0,1,Blue,4,14,208,18,Support,None,49745,Zilean,18195,5664,9,1,4,2,Red,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-443.5,-342.79999999999995,12712,4,3221478995,Ally,irule27,6376,10,0,0,0
0,1,0,Blue,0,0,33,11,Mage,None,42224,Ryze,8014,718,9,0,2,1,Red,7,None,Ally,False,True,Ally,Enemy,False,Enemy,False,469.79999999999995,187.0999999999999,6880,2,3221484446,Enemy,irule27,335,12,0,2,0
0,0,0,Red,3,4,101,14,Mage,None,65427,Zoe,24471,3621,7,1,4,3,Blue,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,44.299999999999955,640.0999999999999,11883,5,3219529314,Enemy,irule27,2698,17,0,2,0
1,3,0,Red,5,4,582,18,Fighter,None,135671,Mordekaiser,57706,18648,8,0,2,1,Blue,8,Ally,Ally,False,False,Ally,Enemy,False,Ally,False,-460.79999999999995,-729.5,21000,16,3219494066,None,irule27,27499,22,1,1,0
0,0,0,Blue,0,0,171,11,Fighter,None,135671,Mordekaiser,13514,0,5,0,2,0,Red,1,None,Enemy,False,False,Enemy,None,None,Enemy,False,-140.5,425.5,6326,3,3219491472,Ally,irule27,2196,3,0,0,0
2,3,2,Red,10,3,131,17,Fighter,None,15696,Yorick,33761,28726,6,0,0,0,Blue,2,Ally,Ally,False,False,Ally,Ally,True,Ally,False,471.0999999999999,-172.4000000000001,15568,12,3219456068,Ally,irule27,12476,12,0,0,1
0,0,0,Red,3,1,139,14,Support,None,49745,Zilean,14631,2868,5,0,4,2,Blue,10,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-160.0,-198.5,10315,4,3218376232,Enemy,irule27,7991,13,0,2,0
0,4,3,Red,8,14,198,18,Support,None,49745,Zilean,44585,6733,9,2,3,1,Blue,8,Enemy,Enemy,False,False,Ally,Ally,False,Enemy,False,7.2000000000000455,-106.59999999999991,18149,11,3218306883,None,irule27,17700,26,0,5,0
0,2,1,Red,4,4,97,15,Support,None,49745,Zilean,18508,7294,6,0,1,0,Blue,3,None,Enemy,False,False,Ally,Ally,False,Enemy,False,-160.9000000000001,-316.0,10408,6,3218290291,None,irule27,5811,10,0,2,1
0,2,1,Blue,8,1,26,14,Fighter,None,72718,Diana,14991,12519,6,0,1,0,Red,0,None,Enemy,False,False,Ally,Ally,False,Ally,False,148.5999999999999,-82.90000000000009,9779,6,3218154551,Enemy,irule27,1811,11,0,1,1
0,2,3,Red,11,4,91,14,Fighter,None,72718,Diana,23082,9260,3,0,1,0,Blue,1,None,Ally,False,False,Enemy,Ally,False,Ally,True,-398.0,-533.3,11303,11,3218160123,Enemy,irule27,1962,9,0,0,1
0,0,0,Blue,0,0,4,7,Fighter,None,33242,Tryndamere,2234,884,8,0,1,0,Red,4,None,Ally,False,True,Enemy,None,None,Enemy,False,153.5,-1.900000000000091,3633,1,3127834742,Enemy,Professor Lan,765,5,1,0,0
0,1,3,Blue,11,3,99,14,Fighter,None,33242,Tryndamere,22903,38657,1,0,0,0,Red,1,None,Enemy,False,False,Ally,Ally,False,Ally,False,87.70000000000005,376.9000000000001,13892,14,3127716907,Ally,Professor Lan,8125,14,1,1,1
0,1,0,Blue,1,0,55,12,Fighter,None,33242,Tryndamere,7720,16553,0,0,0,0,Red,0,None,Ally,False,True,Ally,None,None,Ally,False,-192.70000000000005,-175.29999999999995,8884,8,3127653887,Ally,Professor Lan,3516,14,2,2,1
1,2,3,Red,11,0,72,17,Fighter,None,33242,Tryndamere,13373,58102,4,0,1,0,Blue,3,Ally,Enemy,False,False,Enemy,Ally,False,Ally,False,-435.0999999999999,-173.20000000000005,15166,7,3127510261,Ally,Professor Lan,5160,26,2,2,1
0,0,0,Red,1,0,32,13,Fighter,None,33242,Tryndamere,8869,2455,3,0,3,0,Blue,4,None,Ally,False,False,Enemy,None,None,Enemy,False,-113.29999999999995,156.0999999999999,7981,2,3127440813,Enemy,Professor Lan,5396,14,1,0,0
0,1,0,Blue,3,2,7,14,Fighter,None,33242,Tryndamere,14780,3957,10,1,4,3,Red,10,Enemy,Ally,False,False,Ally,Enemy,False,Enemy,False,298.29999999999995,-189.5999999999999,9569,3,3127170739,Ally,Professor Lan,5486,5,1,0,0
0,2,0,Red,7,1,58,15,Fighter,None,33242,Tryndamere,18011,10713,5,0,1,0,Blue,0,None,Ally,False,False,Ally,None,None,Ally,False,-178.5,-407.9000000000001,12264,9,3127154282,Ally,Professor Lan,3802,20,2,2,1
0,3,3,Red,11,3,58,16,Fighter,None,33242,Tryndamere,23115,37702,6,0,0,0,Blue,1,None,Enemy,False,False,Ally,Ally,False,Ally,False,-200.79999999999995,-319.5999999999999,13662,7,3127118168,Ally,Professor Lan,8993,18,2,1,1
0,2,1,Blue,7,1,66,14,Fighter,None,33242,Tryndamere,17377,23740,2,0,0,0,Red,2,None,Ally,False,True,Ally,Ally,False,Ally,False,-593.8,-591.5,10977,8,3127120761,Ally,Professor Lan,6193,10,1,1,1
1,4,3,Blue,11,5,106,18,Fighter,None,33242,Tryndamere,26091,42663,6,0,0,0,Red,0,Ally,Enemy,False,False,Ally,Ally,False,Ally,True,117.90000000000009,-134.9000000000001,15643,9,3127105390,Ally,Professor Lan,10991,33,1,2,1
0,0,0,Red,1,0,47,10,Fighter,None,5718,Mordekaiser,5610,829,3,0,1,1,Blue,5,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,73.70000000000005,-355.70000000000005,6012,4,3127082798,Enemy,Professor Lan,1649,6,0,0,0
0,1,0,Blue,1,3,172,10,Fighter,None,17138,Riven,4678,7851,2,0,1,0,Red,4,None,Enemy,False,False,Enemy,None,None,Enemy,False,-211.5,85.90000000000009,6224,3,3215393304,Enemy,nontoxic girl,4788,16,1,2,0
1,3,1,Red,9,8,219,16,Mage,None,943,Ryze,36129,13429,8,0,0,0,Blue,4,Ally,Ally,False,False,Ally,Ally,False,Enemy,False,355.5999999999999,370.0,15404,11,3209702273,None,nontoxic girl,5275,22,1,3,1
0,4,3,Red,11,21,270,16,Tank,None,1357,Leona,14943,3263,7,3,1,0,Blue,5,Enemy,Ally,False,False,Enemy,Ally,True,Ally,True,436.20000000000005,-524.5999999999999,12126,4,3209592039,Ally,nontoxic girl,4118,59,8,8,1
1,1,2,Red,9,15,264,16,Marksman,None,48360,Ezreal,39111,10873,7,0,3,0,Blue,3,Ally,Ally,False,False,Ally,Ally,True,Ally,False,133.5999999999999,-241.79999999999995,15725,12,3205779119,Ally,nontoxic girl,2877,25,2,2,1
0,0,1,Blue,7,11,23,14,Marksman,None,13608,Kaisa,30073,9107,5,1,3,0,Red,3,Enemy,Ally,False,False,Enemy,Ally,False,Ally,False,76.40000000000009,186.5999999999999,13254,11,3166853326,Enemy,nontoxic girl,1873,19,2,5,1
0,1,0,Blue,0,2,42,12,Fighter,None,14527,Irelia,6482,1399,4,1,2,3,Red,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,10.400000000000091,561.2,6365,0,3166849749,Enemy,nontoxic girl,3515,4,3,0,0
1,1,2,Red,9,8,438,14,Assassin,None,6634,Ekko,16881,7097,6,0,0,0,Blue,1,Ally,Ally,False,False,Ally,Ally,False,Ally,False,23.40000000000009,-227.5999999999999,11990,10,3158888430,None,nontoxic girl,16119,20,3,3,1
1,3,3,Red,11,7,239,16,Assassin,None,2734,Rengar,21074,19168,3,0,1,0,Blue,4,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,-116.20000000000005,269.5,12682,10,3158879823,Enemy,nontoxic girl,7892,22,1,7,1
1,0,1,Red,10,16,259,16,Marksman,None,4482,Varus,30818,10468,4,0,4,0,Blue,2,Ally,Enemy,False,False,Enemy,Ally,False,Ally,False,123.20000000000005,639.2,17041,16,3158861242,Ally,nontoxic girl,5264,20,1,3,1
0,3,1,Blue,7,2,96,11,Mage,None,3031,Morgana,6661,3264,3,0,0,0,Red,2,None,Ally,False,False,Ally,Ally,False,Ally,False,892.9000000000001,282.5999999999999,6838,2,3077917263,Ally,Softacoo,3248,8,0,0,1
0,0,0,Blue,3,4,521,14,Marksman,None,20243,Graves,22176,4510,7,2,3,3,Red,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,False,64.09999999999991,-189.0,10211,3,3077896252,Enemy,Softacoo,5989,10,1,1,0
1,3,2,Red,9,11,236,15,Marksman,None,19923,Kindred,22065,37171,4,0,0,0,Blue,2,Ally,Ally,False,False,Ally,Ally,True,Ally,False,838.4000000000001,-190.4000000000001,12518,10,3077857057,Ally,Softacoo,13450,17,1,4,1
1,4,2,Red,10,13,165,18,Mage,None,1568,Elise,47084,23072,8,2,2,3,Blue,9,Enemy,Ally,False,True,Ally,Ally,False,Ally,False,-577.4000000000001,-224.4000000000001,19321,20,3077844166,None,Softacoo,14698,62,3,14,1
0,0,0,Red,2,10,127,12,Mage,None,1568,Elise,12214,5188,9,1,2,2,Blue,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-140.4000000000001,640.7,7679,2,3077806639,Enemy,Softacoo,4973,24,1,3,0
1,2,2,Red,10,9,271,14,Marksman,None,19923,Kindred,20862,42328,1,0,1,0,Blue,1,Ally,Ally,False,False,Ally,Ally,False,Ally,False,385.0999999999999,118.29999999999995,13452,13,3077315895,Ally,Softacoo,13913,27,2,6,1
0,1,0,Blue,0,4,57,14,Mage,None,4540,Ryze,16493,2276,9,1,2,2,Red,9,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-175.5999999999999,-642.4000000000001,9030,4,3077282939,Enemy,Softacoo,2029,12,0,0,0
1,1,2,Blue,8,4,261,14,Fighter,None,1750,Kayn,17044,14672,6,0,1,0,Red,1,Ally,Enemy,False,False,Enemy,Ally,False,Ally,False,-453.79999999999995,-382.70000000000005,11510,11,3077228757,Ally,Softacoo,9732,20,1,3,1
0,0,0,Blue,1,3,244,11,Assassin,None,1745,Evelynn,10886,2731,3,1,3,0,Red,7,Enemy,Enemy,False,False,Enemy,None,None,Enemy,False,-572.4000000000001,-404.0999999999999,8261,5,3077203170,Enemy,Softacoo,5930,9,0,3,0
0,0,0,Blue,3,4,271,12,Fighter,None,4032,Gragas,10080,15442,8,1,3,1,Red,8,Enemy,Ally,False,False,Enemy,Enemy,False,Ally,False,376.0,-211.0,9162,6,3044599510,Ally,Softacoo,8001,17,1,4,0
1,0,0,Blue,4,18,507,14,Tank,None,12523,Amumu,15619,7505,9,1,4,2,Red,9,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-449.5999999999999,-349.0,11756,7,3044586827,None,Softacoo,5278,22,2,5,0
0,3,2,Blue,10,11,212,13,Mage,None,902,Syndra,15490,3125,3,0,0,0,Red,0,None,Ally,False,False,Ally,Ally,True,Ally,False,-399.0,-165.79999999999995,10475,4,3153342132,Ally,adc wins,3453,17,3,0,1
0,1,2,Blue,7,14,122,15,Support,None,8745,Pyke,13077,6874,6,2,4,0,Red,7,Enemy,Ally,False,False,Enemy,Ally,True,Ally,False,183.79999999999995,584.4000000000001,14305,9,3137840089,Enemy,adc wins,10006,88,14,19,1
1,4,2,Red,10,22,183,15,Support,None,24087,Thresh,13256,2549,6,0,1,0,Blue,5,Ally,Enemy,False,False,Ally,Ally,False,Enemy,False,39.200000000000045,-223.4000000000001,10245,3,3137804341,Enemy,adc wins,3956,93,11,9,1
1,3,1,Red,9,4,18,14,Marksman,None,16150,Vayne,15487,14083,3,0,1,0,Blue,0,Ally,Ally,False,False,Ally,Ally,True,Ally,False,-133.20000000000005,278.9000000000001,11559,9,3112240564,Ally,adc wins,1259,19,1,1,1
2,5,1,Blue,6,16,18,18,Marksman,None,2800,Sivir,25590,20132,4,0,0,1,Red,6,Ally,Enemy,False,False,Ally,Enemy,False,Enemy,False,35.700000000000045,-56.59999999999991,18178,7,3106660165,Enemy,adc wins,4025,17,0,2,1
0,1,0,Red,2,7,91,10,Marksman,None,6603,Ezreal,8448,1295,0,0,1,0,Blue,1,None,Ally,False,False,Enemy,None,None,Ally,False,-159.5999999999999,374.4000000000001,7653,4,3106632619,Ally,adc wins,1126,8,0,0,1
0,3,0,Red,6,14,105,14,Marksman,None,9903,Jhin,11527,12437,5,0,0,0,Blue,2,None,Ally,False,False,Ally,None,None,Ally,False,31.299999999999955,-237.0999999999999,10814,3,3106593453,None,adc wins,2803,13,0,2,1
0,0,0,Red,4,3,451,16,Fighter,None,17012,LeeSin,6058,21670,4,2,4,2,Blue,9,Enemy,Ally,False,False,Enemy,Enemy,False,Ally,True,-105.79999999999995,100.09999999999991,12335,5,3103820064,Enemy,adc wins,7423,51,9,8,0
0,1,0,Red,4,4,161,11,Fighter,None,17012,LeeSin,7154,15827,3,0,0,0,Blue,0,None,Ally,False,False,Ally,None,None,Ally,False,-51.700000000000045,576.3,8681,7,3086813971,Ally,adc wins,6197,22,8,1,1
0,0,1,Red,8,6,67,8,Mage,None,7964,Karma,4051,3511,1,0,0,0,Blue,0,None,Ally,False,False,None,Ally,False,Ally,False,-275.5,-76.29999999999995,4983,1,3070701149,Ally,adc wins,200,18,2,3,1
2,3,2,Blue,11,20,148,15,Support,None,24087,Thresh,7344,4757,4,0,1,1,Red,5,Ally,Ally,False,False,Ally,Enemy,False,Ally,False,-438.5999999999999,-334.20000000000005,9847,2,3070090654,Ally,adc wins,3191,91,12,13,1
1,3,2,Red,9,7,195,14,Mage,None,15076,Annie,21287,8740,4,0,0,0,Blue,1,Ally,Enemy,False,False,Ally,Ally,False,Ally,False,167.29999999999995,143.0,10668,11,3221110025,Ally,Tiltster,1017,15,4,0,1
1,1,3,Red,10,25,150,15,Tank,None,7543,Galio,19165,3212,10,2,5,1,Blue,7,Enemy,Ally,False,False,Ally,Ally,False,Ally,False,-212.79999999999995,15.200000000000045,10870,3,3220896674,None,Tiltster,8951,69,5,6,0
1,2,2,Red,10,6,235,13,Mage,None,18116,Brand,23484,5930,3,0,1,0,Blue,0,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,-143.0999999999999,540.8,12565,19,3220398509,Ally,Tiltster,3330,48,3,5,1
0,0,0,Red,4,12,73,15,Mage,None,37321,Veigar,26456,3768,7,1,5,2,Blue,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-429.5,-599.8,11983,8,3220422402,Ally,Tiltster,3265,65,4,12,0
0,1,0,Blue,3,9,56,12,Tank,None,7543,Galio,6455,0,4,0,3,0,Red,5,None,Enemy,False,False,Enemy,None,None,Ally,False,-474.29999999999995,-550.5999999999999,6059,1,3220358902,Ally,Tiltster,974,42,4,6,0
0,1,2,Blue,9,5,207,9,Tank,None,1427,Nautilus,4338,4487,1,0,1,0,Red,0,None,Ally,False,False,Ally,Ally,False,Ally,False,-159.29999999999995,-16.799999999999955,5326,1,3220047472,Ally,Tiltster,644,16,1,1,1
1,4,3,Blue,9,11,332,15,Fighter,None,14498,LeeSin,14435,36031,2,0,0,0,Red,0,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,302.20000000000005,790.9000000000001,11629,9,3220065974,Ally,Tiltster,10005,32,1,3,1
0,2,1,Red,7,4,110,12,Support,None,5252,Pyke,7128,0,5,2,2,1,Blue,6,Enemy,Ally,False,False,Ally,Ally,False,Ally,False,175.79999999999995,459.79999999999995,9676,3,3220074536,Ally,Tiltster,3394,64,1,17,0
0,2,0,Red,4,9,37,11,Mage,None,18116,Brand,11816,14478,3,0,1,0,Blue,1,None,Ally,False,False,Enemy,None,None,Ally,False,439.5,177.70000000000005,7111,1,3214181421,Ally,Tiltster,1646,50,2,8,1
0,2,0,Blue,3,21,381,15,Tank,None,1427,Nautilus,18211,1069,5,2,3,3,Red,11,Enemy,Ally,False,False,Ally,Enemy,False,Enemy,False,-134.0999999999999,-39.40000000000009,10629,7,3212591751,Enemy,Tiltster,2756,66,4,7,0
0,1,0,Blue,5,9,394,12,Mage,None,18116,Brand,24021,1973,8,1,3,0,Red,1,Enemy,Enemy,False,False,Enemy,None,None,Ally,False,-42.40000000000009,427.0999999999999,8558,5,3212554628,Ally,Tiltster,2362,58,3,6,0
0,3,3,Red,11,6,246,13,Fighter,None,12405,Kayn,9489,31128,5,0,0,0,Blue,3,None,Ally,False,False,Ally,Ally,False,Ally,False,238.70000000000005,460.5999999999999,9588,4,3200094608,Ally,Jarrod,14159,8,0,0,1
0,0,0,Blue,3,9,231,14,Marksman,None,11201,Kindred,13310,4267,9,1,3,1,Red,8,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,563.3,349.29999999999995,10112,4,3127212144,Ally,Jarrod,13734,18,0,2,0
0,0,0,Red,0,0,0,1,Tank,None,7773,JarvanIV,87,0,2,0,0,1,Blue,5,None,Enemy,False,False,None,Enemy,False,Enemy,False,-406.0999999999999,-270.0,1372,0,3127188699,None,Jarrod,42,0,0,0,0
0,2,1,Red,6,4,172,10,Tank,None,7773,JarvanIV,3858,19862,0,0,0,0,Blue,0,None,Enemy,False,False,Ally,Ally,True,Ally,False,-477.4000000000001,-364.20000000000005,6760,5,3127193603,Ally,Jarrod,6239,7,3,0,1
0,1,1,Blue,9,10,279,11,Tank,None,7773,JarvanIV,7531,16644,0,0,1,0,Red,1,None,Ally,False,False,Ally,Ally,False,Ally,False,-12.5,432.5,8410,5,3127167178,Ally,Jarrod,4639,12,2,1,1
0,2,1,Blue,10,11,245,11,Fighter,None,36960,LeeSin,6554,18174,4,0,0,0,Red,0,None,Ally,False,False,Ally,Ally,False,Ally,False,-147.9000000000001,-117.79999999999995,9048,6,3127162068,Ally,Jarrod,5541,7,2,0,1
0,0,0,Red,2,10,126,15,Mage,None,2180,Karthus,20728,2959,9,1,3,3,Blue,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-245.5999999999999,21.200000000000045,12144,10,3127135870,Enemy,Jarrod,4470,9,1,0,0
0,1,0,Blue,2,18,513,14,Tank,None,7773,JarvanIV,15210,7933,5,1,3,1,Red,8,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,255.5,-11.0,11514,4,3014533741,Ally,Jarrod,13171,15,3,4,0
0,0,0,Blue,0,2,61,8,Tank,None,828,Blitzcrank,4375,0,7,0,2,2,Red,10,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-445.70000000000005,-713.4000000000001,3452,0,3006022168,Enemy,Jarrod,341,8,2,2,0
0,0,0,Blue,2,10,240,13,Marksman,None,19821,Ezreal,11924,1141,8,1,3,2,Red,10,Enemy,Ally,False,True,Enemy,Enemy,False,Enemy,False,203.70000000000005,-758.0999999999999,9546,4,3006004167,Ally,Jarrod,2886,7,0,2,0
0,0,0,Red,1,2,54,13,Marksman,None,33687,Vayne,11583,2988,5,1,4,3,Blue,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-69.40000000000009,-204.0999999999999,10516,5,3005976402,Enemy,Jarrod,4572,11,0,4,0
1,1,2,Blue,9,7,289,14,Marksman,None,1495394,Teemo,12940,11587,4,0,3,0,Red,2,Ally,Ally,False,False,Enemy,Ally,True,Ally,False,-623.2,-577.5,11335,5,3209009471,Ally,Brewstamax,3712,27,3,2,1
0,2,1,Red,9,3,308,13,Marksman,None,1495394,Teemo,10879,4643,1,0,0,0,Blue,2,None,Ally,False,False,Ally,Ally,True,Ally,False,-350.70000000000005,-238.79999999999995,8488,4,3208978567,Enemy,Brewstamax,1629,8,0,1,1
1,2,0,Red,4,7,332,14,Marksman,None,1495394,Teemo,15281,3393,0,0,1,0,Blue,1,Ally,Ally,False,False,Enemy,None,None,Enemy,False,15.200000000000045,68.70000000000005,9565,3,3208987123,Ally,Brewstamax,5100,17,1,0,1
1,3,0,Blue,4,8,421,15,Marksman,None,1495394,Teemo,28934,12477,2,0,0,0,Red,1,Ally,Ally,False,False,Ally,None,None,Enemy,False,551.5999999999999,82.5,13778,13,3208985368,Ally,Brewstamax,6954,14,2,4,1
0,2,0,Red,4,7,502,14,Marksman,None,1495394,Teemo,17606,2760,5,1,2,2,Blue,9,Enemy,Ally,False,False,Ally,Enemy,False,Enemy,False,-359.9000000000001,33.40000000000009,10147,7,3209002692,Ally,Brewstamax,5542,11,1,0,0
0,4,1,Red,6,12,622,18,Marksman,None,1495394,Teemo,40468,18163,7,3,2,2,Blue,7,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-120.40000000000009,47.5,18181,15,3208948725,Enemy,Brewstamax,10662,25,1,4,1
0,0,0,Red,0,6,386,15,Marksman,None,1495394,Teemo,28961,1018,5,1,5,2,Blue,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,113.79999999999995,118.40000000000009,10835,6,3176104961,None,Brewstamax,3234,33,1,2,0
0,3,4,Red,11,4,288,12,Marksman,None,1495394,Teemo,7937,4364,5,0,0,0,Blue,1,None,Ally,False,False,Ally,Ally,False,Ally,False,-215.70000000000005,51.700000000000045,7102,1,3176069307,Ally,Brewstamax,1382,23,2,3,1
0,0,0,Red,4,2,464,15,Marksman,None,1495394,Teemo,18372,3170,4,1,3,2,Blue,8,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-166.0999999999999,315.5,10236,3,3176025791,Ally,Brewstamax,1705,37,2,2,0
2,4,3,Red,11,6,363,15,Marksman,None,1495394,Teemo,22077,17689,5,0,0,0,Blue,0,Ally,Ally,False,False,Ally,Ally,False,Ally,False,371.9000000000001,173.20000000000005,12224,4,3176060093,Enemy,Brewstamax,384,30,5,0,1
0,0,0,Red,3,9,381,15,Marksman,None,1495394,Teemo,23125,8916,4,0,3,0,Blue,5,None,Enemy,False,False,Enemy,None,None,Ally,False,391.29999999999995,876.2,12633,8,3175997502,None,Brewstamax,2429,18,1,2,0
0,0,0,Blue,0,4,69,10,Mage,None,3377,Xerath,8555,0,6,0,1,1,Red,9,None,Ally,False,True,Enemy,Enemy,False,Enemy,False,164.20000000000005,200.20000000000005,6078,4,3201621946,Enemy,SurrenderSound,0,3,0,1,0
0,3,2,Blue,9,15,34,13,Marksman,None,37172,Sivir,20671,7502,2,0,0,0,Red,1,None,Ally,False,False,Ally,Ally,False,Ally,False,-202.5,144.5,12342,10,3055205339,Ally,SurrenderSound,2236,16,2,1,1
0,0,0,Blue,0,2,0,6,Marksman,None,37172,Sivir,4442,0,3,0,2,1,Red,5,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,208.9000000000001,417.0,3689,0,3055162586,None,SurrenderSound,450,3,2,1,0
0,0,0,Red,2,0,0,10,Marksman,None,37172,Sivir,4948,1276,1,0,0,0,Blue,0,None,Ally,False,True,None,None,None,Ally,False,70.09999999999991,375.9000000000001,5927,3,3055127997,Ally,SurrenderSound,439,5,2,0,1
1,3,3,Blue,11,8,30,15,Marksman,None,37172,Sivir,28085,22528,4,1,0,0,Red,2,Enemy,Ally,False,True,Ally,Ally,False,Ally,True,132.0999999999999,-38.40000000000009,14701,9,3055109050,Ally,SurrenderSound,2162,28,3,5,1
1,1,0,Blue,5,7,574,16,Marksman,None,21897,Ezreal,39755,3825,6,1,6,2,Red,10,Ally,Ally,False,True,Enemy,Enemy,False,Enemy,False,-62.5,451.0,16548,10,3055100985,None,SurrenderSound,7675,40,4,5,0
0,0,0,Blue,5,3,0,10,Marksman,None,37172,Sivir,7628,12383,2,0,1,0,Red,0,None,Ally,False,False,Enemy,None,None,Ally,False,-246.4000000000001,-230.0999999999999,7884,3,3055085296,Ally,SurrenderSound,731,5,1,1,1
